"","Names","ARE.4","ARM.4","AUS.4","BFL.4","BGR.4","BHR.4","CAN.4","CHL.4","CYP.4","CZE.4","DEU.4","DNK.4","ENG.4","ESP.4","FIN.4","FRA.4","GEO.4","HKG.4","HRV.4","HUN.4","IDN.4","IRL.4","IRN.4","ITA.4","JPN.4","KAZ.4","KOR.4","KWT.4","LTU.4","MAR.4","NIR.4","NLD.4","NOR.4","NZL.4","OMN.4","POL.4","PRT.4","QAT.4","RUS.4","SAU.4","SGP.4","SRB.4","SVK.4","SVN.4","SWE.4","TUR.4","TWN.4","USA.4","BHR.N","IDN.N","IRN.N","JOR.N","KWT.N","MAR.N","ZAF.N","ARE.8","ARM.8","AUS.8","BHR.8","BWA.8","CAN.8","CHL.8","EGY.8","ENG.8","GEO.8","HKG.8","HUN.8","IRL.8","IRN.8","ISR.8","ITA.8","JPN.8","KAZ.8","KOR.8","KWT.8","LBN.8","LTU.8","MAR.8","MLT.8","MYS.8","NOR.8","NZL.8","OMN.8","QAT.8","RUS.8","SAU.8","SGP.8","SVN.8","SWE.8","THA.8","TUR.8","TWN.8","USA.8","ZAF.8"
"59","LMU3R19","0.105893846600462","0.0233687971755047","0.081279852433604","0.0430590051225325","0.0286114853787156","0.161151387816709","0.00727719503932364","0.109624786499751","0.117044847272645","0.012361618708606","0.0123052827838177","-0.0193419923052897","0.10473422413066","0.0914731655306902","0.125606649607196","0.0262502072391076","0.0851877647495214","0.105029514114577","0.0975349719613206","0.0549767641033189","-0.0913261585140818","0.0992572892339973","0.0715877409928749","0.104496712372435","0.107793224210251","-0.032421507061592","0.0371518926446566","0.0412929836518492","0.0540419852490492","0.0611228840963102","0.104003337482976","0.0434519580458662","0.0309445385319181","0.148165133837759","0.10425637119783","0.110199531715891","0.0747082443698013","0.187776510993098","-0.0376322870543868","0.101349509809333","0.0701207850447807","0.167963805058686","0.00183939352894366","0.147749628126926","-0.0199353992840604","0.103181084387179","0.152478807308563","0.0381846185374472","0.222258502167442","0.044201594461842","0.237884396137949","0.296636733279222","0.287678099614053","-0.0161508735809578","0.0498139118646337","0.217740651392291","0.00609101261963793","0.0233752037926666","0.137794117358977","0.149489025799826","0.0869803949097999","0.00722170368048845","0.0191091384028269","-0.0853453564436049","0.106270613519374","0.161859785746078","-0.085024517815073","0.0713434146669534","0.0608262528799647","0.0804208208649528","0.0371593785986283","0.103080992304108","0.0610941216138765","0.173350763821524","0.183049772467307","0.0244231194371779","0.0197696493528524","0.0411105241337489","0.13651562519486","-0.0618354623295182","0.0400392013389217","0.0408435727846955","0.208736821595343","0.174913994095526","-0.0578955557891453","0.127529487062114","0.125577282471141","-0.0021516153169203","0.066627022889568","0.0591698304593244","0.0515642270624723","0.110577599297801","0.048710776019897","0.00789584765985978"
"60","LMU3R20","0.106599561677019","0.0163210082254461","0.0910742193142858","0.0239437858462665","0.0305966207637891","0.149510977188574","0.00942871483036837","0.112864368569324","0.109695563557918","0.0134759602273651","0.012357223618063","-0.0260111253362619","0.0917865311848516","0.0865060403224158","0.111467747066623","0.0306301674195461","0.0879851335353893","0.112350142844021","0.0926224676151208","0.0441114467650633","-0.0772809584467818","0.0953031243087616","0.0722746578308264","0.096072230441608","0.104646790887062","-0.0287106529029985","0.0236727395760805","0.0384392893465136","0.0394329746256346","0.0603163595381111","0.105906027917655","0.0410433606857104","0.0252374321658668","0.134889118001453","0.0971378083491025","0.110911631074039","0.0784860965977388","0.174029918920977","-0.0365465801121178","0.0980546479493413","0.0623297945800246","0.153137538688155","0.00793172945688584","0.130424075517234","-0.0260462180628445","0.100450512223258","0.145314260701441","0.0300214706237997","0.207458152371269","0.0457057825335733","0.222685690830284","0.279552024173049","0.275364571607081","-0.00928851849974811","0.0552423739303035","0.207069467204977","0.0142558112554282","0.0242206312222162","0.127008573499859","0.139808246367618","0.0837327651377906","0.00796766458384294","0.0203248763418809","-0.0911546412260737","0.0902989667496418","0.137209289815484","-0.0853577831242399","0.0725076795790695","0.0679078545039327","0.0844585980921156","0.0434219057866975","0.106000077621528","0.056661957740557","0.165112864500534","0.174568662909506","0.0237770678325031","0.0167417724507205","0.0315127437815517","0.123701121595045","-0.052297852253058","0.0385911957062244","0.0406961520125746","0.198118491026902","0.167084308631989","-0.0518007588569271","0.123563015000679","0.114238071766636","0.00824571859597948","0.0662314875450979","0.0557993735127789","0.0608908674972235","0.107613335297888","0.048566445043075","0.00675093514594076"
"61","LMU3R21","0.0998420591970862","0.00243954731757365","0.0862230598043105","0.0242077073325276","0.0267157737009855","0.146636134672897","0.00745919534237394","0.0970803743887163","0.110409142517382","0.0204438576182383","0.0156947183217907","-0.0250534064585614","0.081920080684462","0.0850522428968545","0.100160322486392","0.0348636304459844","0.0885075402181351","0.104077221474605","0.0840136768784466","0.0470529346892633","-0.0768635007932544","0.085506691824381","0.0691201175403742","0.0875804527556038","0.0951782322536638","-0.0404320737280143","0.0272537257355111","0.0376875282236979","0.0260854753870843","0.063542206268369","0.0994844188022679","0.026530206830423","0.0345407223232113","0.125139696010639","0.0915080582783821","0.0990618060908199","0.0781639795619567","0.15876118823764","-0.0404689031395615","0.090969435713466","0.0615734788760562","0.138325949713879","0.00213604046951864","0.123583382689499","-0.0218898680764286","0.0934179171331664","0.138191696529326","0.0306670764914177","0.188779178059902","0.0500430761696743","0.216302514840499","0.267014903985809","0.26856873715744","-0.00362728541824233","0.0584369156815206","0.195479550526655","0.00942331204977976","0.016196523614951","0.111113261112311","0.135837547081749","0.0788415035336234","0.00126971828279164","0.0147628721519695","-0.0982346387051663","0.0787706338987353","0.127407247578094","-0.0899375322511517","0.0703391297665739","0.0694472427804316","0.0789832491605973","0.0471061091484614","0.107167023628597","0.0459198346701902","0.158645607107712","0.173781271199177","0.0182501910622073","0.00609827951402901","0.0352363747333726","0.111342925919434","-0.0523319865976695","0.0377801842403271","0.0406492479116356","0.187361857113489","0.153464300919681","-0.0402303531824065","0.106371501589202","0.108711333780007","0.00983515560555048","0.0632375397038289","0.0543916444308908","0.065374883246413","0.105658234984648","0.0491498615235889","0.00350461598483418"
"62","LMU3R22","0.0965236127651996","0.00429587687196426","0.0825326483447467","0.0172657503911265","0.0256220133762374","0.126234553020598","0.00640333603749569","0.0919654353467272","0.0991665312314423","0.0282732731974626","0.00345528334033788","-0.0240143130262822","0.0856734326760632","0.0787871824734561","0.0969588439870102","0.0328662151755982","0.0800610500303495","0.0979870726131148","0.0831382980032042","0.0512576911994461","-0.0786602564899454","0.0849405811594428","0.069516446964143","0.0819132516174368","0.0846094149674679","-0.02278620329257","0.0203386991140751","0.0334515977545067","0.0325606431934173","0.0677857957910459","0.0922683280717867","0.0306250985061122","0.0401841936415568","0.116296147166862","0.0797088827292273","0.0899581238858949","0.0728089169452365","0.152381558703308","-0.0356762741908221","0.0924252470338065","0.0559682974996267","0.125332030727385","0.00567794470058229","0.112174632386253","-0.019375371602692","0.0845750887491015","0.127744972400954","0.0317244177671453","0.181442597962862","0.0398853622548147","0.195822722220081","0.255583280002364","0.246281951634277","0.00118727276406603","0.0549650203255668","0.182928010135328","0.0128534880424471","0.0120312974764245","0.108460849168713","0.121884761302919","0.0695789518529045","0.00341353580330822","0.0163874349405185","-0.0845411499318903","0.0777059604871941","0.115936977898192","-0.0949043928603932","0.0647411303947245","0.0647045799936912","0.072543712733722","0.050949987463802","0.104149098982889","0.0363338086888943","0.141621563322919","0.161073517717388","0.0145527788823115","0.00253290085991863","0.0407714914719948","0.110593063773724","-0.0413317704497427","0.0253676798936519","0.0341318542440902","0.173940942420259","0.150765031410658","-0.0370676538809457","0.101646652539508","0.0915894728862514","0.00028834836402872","0.060120615496807","0.0528015517289943","0.0611796460832137","0.100661996145236","0.0458370352694384","0.000420240861813673"
"63","LMU3R23","0.0908114696389194","-0.00775468108052739","0.0800997365942249","0.0136150660671788","0.0207653800219468","0.116790466189947","0.00662239294560178","0.0804161689272126","0.0956169859841425","0.0307768840316412","0.011333331167195","-0.029220581408498","0.0866025163945618","0.0763293863313669","0.0833354052152432","0.0296365477074538","0.072029770542614","0.0877828490390914","0.0772460610933793","0.05564350105836","-0.0652909173490938","0.0776717037393082","0.0795302515155894","0.0732486701224599","0.084464855226145","-0.0239135814847789","0.0146424314127622","0.0296472474307932","0.0344722787825251","0.0608175700151427","0.0766299875632264","0.032094732077728","0.0395450809131569","0.113100425717136","0.0792232752889639","0.0741786588753907","0.0714246623971082","0.14185090886362","-0.0391591599115609","0.0908564445897423","0.0510376834854034","0.110322137294019","0.0185038522914053","0.104722815418219","-0.0286532944776714","0.0893301435936507","0.111128207001109","0.0307593772298076","0.16743276358152","0.028295687000804","0.174893513654315","0.240698668540427","0.223642529632849","0.0021900480039557","0.0648289286091102","0.170563319388942","0.00905113109656518","0.0117521629666249","0.109667123414619","0.120986455702249","0.0539175666875231","-0.00532929355001313","0.0160880914256537","-0.0706728288867508","0.0753649665010294","0.0996168104559046","-0.0898087749151639","0.0614813451205225","0.0655879565804669","0.0675310385599581","0.0551593392936805","0.0948926458539176","0.0341740465324616","0.124453517965823","0.14813126288362","0.0045807671310748","-0.00347250319381767","0.0401676000335183","0.0942323141781757","-0.0450345956213169","0.0178478390535768","0.03291739891867","0.15736443535491","0.139156003217282","-0.0327950668220821","0.0913733004054836","0.0804281936954459","0.00381748297679312","0.0608659105515072","0.0582504050182776","0.0545235262721833","0.0959945052898849","0.0450505660151816","0.00244534022901981"
"64","LMU3R24","0.0821991200301785","-0.0146449322922514","0.0818452404728538","0.00024161408197309","0.0266197031019879","0.115047712640313","0.0165726001953824","0.0715817428041381","0.0870220404034125","0.028563613823318","0.00398362456201063","-0.0159074025665691","0.0801366432638693","0.0723446496450441","0.0843568088021946","0.0237924126325542","0.0672210762218728","0.0792069800993696","0.0740746656948337","0.0591669347315732","-0.0520312692853712","0.0712843276340725","0.0693794580783953","0.0747165500225015","0.0796789021571276","-0.0341665287639377","0.00664603070571878","0.0265430946556993","0.0437797522660656","0.0676433256779242","0.057877412164115","0.0396684667232429","0.0338278006202979","0.0976729476057022","0.0825801204605127","0.061112216855865","0.0743249674072165","0.125044450138054","-0.0344143530434553","0.0967231575564716","0.0509043034819646","0.105137482222712","0.0181416983285625","0.105326545049106","-0.0321110482408129","0.0851445851235572","0.12127118021375","0.0354211781432528","0.161709943563256","0.0309945119496684","0.15977128588051","0.225776645234431","0.20495900852372","0.000278686941242034","0.062629958044194","0.159515735686328","-0.00151204061494044","0.00357362045606037","0.0980118830989758","0.118692486309505","0.0439990345297472","0.00376992027760124","0.019330105840621","-0.0705968780815501","0.0697625900368104","0.0870803071126561","-0.0865747121852271","0.0628406729089314","0.0565704146670322","0.0552947379397783","0.0524974459160172","0.0904908615200807","0.0302830053003239","0.118894609017714","0.139768651496973","-8.49099062147588e-05","-0.00540036383224561","0.037379832653442","0.0865559541141926","-0.0382727857618731","0.0116328176111008","0.0334089911225431","0.146734281008731","0.137617498675757","-0.0243385172059511","0.0786274053082421","0.0686713824624784","0.000688514846835806","0.0657768514022129","0.0516331118825826","0.0526348341057607","0.0859287689774665","0.0439083638006981","-0.00115765580406729"
"65","LMU3R25","0.0763081452352036","-0.00535861617644224","0.0754184799535581","-0.00552286362541755","0.0251013941819661","0.121086611615589","0.0175447056020513","0.0698525385797275","0.0810312867201129","0.0334809307984643","0.011792069205177","-0.0187034250120336","0.0774055899563224","0.0662291387228089","0.0782651937709729","0.0260603894009308","0.0529249659238629","0.0815380368621283","0.0829937101631713","0.048869233624086","-0.0519687862391639","0.0581747700179496","0.0585747823956079","0.0719246704928032","0.0801696335492401","-0.0310944017769422","-0.00147759618461933","0.0329489649346507","0.0360316617944702","0.0664747548838328","0.052880017289658","0.0255723375000319","0.0253674767072151","0.0907944476176199","0.0835858183621732","0.0423211579322941","0.0717730572123244","0.114534191265987","-0.0366921991227019","0.0838799354093219","0.050561551857937","0.0939572459327199","0.0131711743855396","0.101477722710711","-0.0322039827073856","0.0802573916465655","0.120281896550695","0.0268176329348968","0.149617886097663","0.0294585570239295","0.153006122334978","0.20907472058187","0.190260285684363","-0.000160971196590738","0.0568943238877467","0.154623990897538","-0.00474748038774187","-0.00247129492376478","0.0897240771279551","0.111725614413335","0.0412967516672435","0.00188938279054621","0.024519606093601","-0.0559669058914109","0.0633192866188412","0.0842749124245635","-0.0771456729612273","0.0557143682200981","0.0604290878339578","0.0534007295904679","0.0444808350628671","0.0875863992071086","0.0375726174663887","0.111648262251167","0.13443776128505","-0.00286340691262466","-0.0200538885014407","0.0384665449899807","0.0833318063179255","-0.0315858204559639","0.00972753352766283","0.0296578528420008","0.135109253901647","0.125537573468525","-0.0185402288028848","0.0729206686474327","0.0581853055978245","0.00211841624674422","0.066524853187257","0.0472192485479284","0.0436985338149502","0.0782871523541199","0.0412761353045989","-0.000244080253341247"
"66","LMU3R26","0.0660439693264458","0.000197601033362545","0.0668966193801615","-0.0139174353145252","0.0221743010239465","0.109779043916705","0.0185838244175269","0.0650224832037335","0.0925946314590391","0.0382653325588341","0.00408391489141405","-0.00428486586056161","0.0854189159741451","0.0582381047404522","0.069117191330916","0.0244746876535277","0.056678872491832","0.079717673345896","0.079071436431814","0.049028408959842","-0.0478726341473082","0.0559680315367508","0.0619902060313752","0.0674892015778247","0.0717374728327882","-0.0327447918786534","-0.00630483536296046","0.0276624494956149","0.037528219971652","0.0575455056721631","0.0533627595705245","0.025280937173249","0.0215907353508909","0.0809563117305116","0.0813953229788029","0.0386392792210163","0.0709487364923748","0.109818936410959","-0.0367213065016036","0.0775036188680061","0.0454877114986778","0.0928904671913691","0.0115994671688378","0.0983125914493539","-0.0335871265544019","0.0826964293731909","0.111553404112449","0.0174101983756865","0.142487757659379","0.0353104342982523","0.135718414289549","0.190511208915715","0.180172442635215","0.00883869752755198","0.0555474477507222","0.143239152862423","-0.00363973495664217","-0.00616659551801112","0.0857635789615471","0.0987286409124254","0.0358705461804916","0.00529586816725704","0.0336307396800546","-0.0639053095914104","0.0508817368373127","0.0757313770846738","-0.075502988962653","0.0632353928244687","0.0548363911347674","0.044796069544354","0.0472722794566935","0.0808124624152168","0.0273889043347275","0.0967827102883754","0.129280930234873","0.0022369676490582","-0.0220992753457077","0.0388358520932859","0.0863400819359388","-0.0353979133649003","0.00746554726661932","0.0229977597351383","0.123385781047909","0.114939432738576","-0.0219088215587417","0.0681243585452489","0.0535281925990303","0.00345582894470959","0.0679469887492046","0.052234303288657","0.0411659961468855","0.0757977958449831","0.0400858235043897","0.00270782841787741"
"67","LMU3R27","0.0618179405056322","0.0016605650716474","0.0674057917357572","-0.014041813337978","0.0157052377944048","0.110547615594993","0.0210254851358158","0.0605520708370294","0.0922070945969637","0.0487026125281054","0.00702066366663286","0.00309969750729312","0.0833065964040662","0.0648598135996709","0.0669432437042793","0.0245358531086906","0.0464172893380377","0.0669540949492243","0.0675885316883605","0.0571037967756174","-0.0509651291000169","0.0664572801320339","0.063196259254776","0.0683554602765169","0.08025237411587","-0.0254973963639238","-0.0107936905579447","0.032288673816351","0.0383145714227174","0.0550720572689957","0.0733960990022713","0.0175826602300323","0.01627049307921","0.0829371016391824","0.0771050621737301","0.0360565417689997","0.063824322576475","0.0999301727176444","-0.0329982373091191","0.0714237485495508","0.0430660005093177","0.081186170006669","0.0151352865536075","0.0904489993452696","-0.0407079757255257","0.0780039148357886","0.107462334856448","0.0165285255985361","0.139220820253804","0.0310440187442487","0.140901148571868","0.178285630653955","0.176038226118776","0.0117641104641475","0.0513323714086421","0.130642675150065","-0.0112851752074198","-0.00799567164664144","0.0885170596528076","0.0976271757410767","0.0336371214858995","0.000580867963693802","0.0273125369296182","-0.0665764577812491","0.0497439934868856","0.0697816946036269","-0.0778945761689177","0.0555893602716568","0.0553858425860774","0.035661841955354","0.049111226418869","0.0744972189710828","0.0180928118163995","0.0868147432997723","0.119663852181348","0.00724938783810428","-0.0220099350342425","0.030411062507914","0.0846661096008482","-0.0298278315372052","0.00463050714506737","0.0215158700453211","0.116929104615091","0.117473835224151","-0.0175138482333809","0.0613506924266188","0.048961203142156","0.000477858139067168","0.063830318402513","0.0396260196954029","0.0347658998117066","0.0771102988811181","0.0369284238975868","0.00681128666201315"
"68","LMU3R28","0.05804695644496","-0.00569881249414323","0.0676609160643889","-0.0140143928900357","0.0246992328912368","0.108667260371958","0.0137591713258331","0.0582662245384982","0.087902458656253","0.0393630163794716","0.00411285456400096","0.00761051461468287","0.0768224380634741","0.0667465906764113","0.0664401779418405","0.0212186001212185","0.0458686970793704","0.0611222776876238","0.0563167972638976","0.0498438397678621","-0.0468200507383115","0.0567568850105589","0.0749135666873975","0.0671988928963233","0.0786601350980936","-0.0268592358652521","-0.0133697442015601","0.0257913372400647","0.047518888291873","0.0542600240784023","0.0703958275087552","0.020623026254939","0.0187095623301986","0.0754044866003051","0.0731427491374034","0.0382471674602642","0.0643907502753547","0.0960934594425182","-0.0288954229372493","0.0703220917523429","0.0374398356688981","0.0775255241396977","0.0143669588075111","0.0806954470218841","-0.0428157350460668","0.0784049222592261","0.106387684094205","0.00578946835878159","0.130401835819345","0.0359255338429221","0.126066581038441","0.166418326320689","0.159975414097723","0.0110844686098427","0.0442737949308978","0.118789887735058","-0.0122175630761629","-0.00809604141065564","0.0885344213769072","0.0899384355169165","0.025771595537383","0.00205137321180693","0.027950002711256","-0.0566708497147343","0.0427950714704314","0.0623882494159397","-0.0642567321159954","0.0501143372620798","0.0553074626886526","0.0286408205069546","0.0502313333517487","0.0712161356934594","0.0129492713287708","0.0768358954796155","0.123647949863417","0.0023809438148149","-0.0243567180168275","0.0329480206990744","0.0818185975288564","-0.0259065668939988","0.00225955295177905","0.0286287327728213","0.107954987384264","0.115478399084115","-0.0237601689787022","0.0568804172303529","0.0445892189614991","0.00651645006274895","0.0606654087924381","0.04005443271483","0.0297289223026696","0.0789787413318856","0.0339652871096413","0.0114201809881615"
"69","LMU3R29","0.0538825624479957","0.00385295949539343","0.0558046970551069","-0.0193093037023749","0.0193886841588026","0.109361165574581","0.0132770637450436","0.045729404972053","0.0886914953751749","0.0437997054858275","-3.12276004875096e-05","-0.00113584457192768","0.071923897030335","0.0532275784769047","0.0647692090542842","0.0236279941221978","0.039362730571371","0.0670936785336891","0.0421139456413206","0.0504439832134567","-0.0364453096359374","0.0467653269578606","0.0660113870097803","0.068494892069785","0.072493329187605","-0.0257415045647169","-0.0100278286337915","0.030951257043939","0.039480631250872","0.0474203657501019","0.067435061485331","0.0184259066656671","0.0233038887911528","0.0702323036247567","0.0713715426958483","0.0451902372790818","0.0691214519969192","0.0854800368254444","-0.0185389853775599","0.0645316877696042","0.0360930777497401","0.0652965512308611","0.0138750963353616","0.0669286926021371","-0.0350145228901883","0.0777611890058949","0.0945634748737749","0.00808962843376441","0.118739293363333","0.0458138618019187","0.112881153153907","0.152322254568627","0.146976680859468","0.0146553283027125","0.0425973781115113","0.108136421545917","-0.0160035572423495","-0.0154263126881801","0.0833589685295367","0.0813885176379083","0.0245515143983165","0.00603879962606597","0.0284962013577628","-0.0543638043410393","0.0421026050854712","0.0594737446706105","-0.0456193181061178","0.0539628529869487","0.0573916185074513","0.0217948173723065","0.0430969966001302","0.0718297467934239","0.00820933111886328","0.0707185742335702","0.113132737787445","-0.00332422626796647","-0.0235775592502516","0.0329971780690356","0.0735557341727882","-0.0280293896978412","0.00442816036304522","0.032018109635399","0.103586982203544","0.11151865738129","-0.00767411153488524","0.0555806330958274","0.0397688128330374","0.00541642935980461","0.0584313888971001","0.0301698529704891","0.0228357770034733","0.0729990203567973","0.0323098907126319","0.0146784504214582"
"70","LMU3R30","0.051489704740942","0.0121570073963839","0.0566979333718237","-0.0176136735876387","0.0244412077636215","0.0977316911942092","0.00977523939591195","0.046246136012302","0.0776312450943427","0.038094025037501","0.00239336072759281","-0.0090495251084652","0.0704040184541036","0.0512605594839329","0.0582286168131705","0.014294586267583","0.0440135139762307","0.0535521720407911","0.0348887426877505","0.0457710151130896","-0.025024514310457","0.0429830272685204","0.0655890188649323","0.0637632709549341","0.0649929849386529","-0.0258085218250824","-0.011463156333873","0.025128474273385","0.0378715822458822","0.0481069764430147","0.0623158966335846","0.0165546014135351","0.0123310422641262","0.0622117351274411","0.0653746826940406","0.052103228111831","0.0630914376762209","0.0796539438763134","-0.0199943483923844","0.058606601298536","0.0328594630627679","0.0646520326942572","0.0144572624053125","0.0598810243616754","-0.0371252332099634","0.0745114559370078","0.0905153607355098","0.00435265291139488","0.0995020867161376","0.0389894901911873","0.0980893161329882","0.137885202963856","0.137510015313552","0.0171232192268419","0.0411560645960187","0.100269280356785","-0.0137181231467418","-0.0194683426683727","0.0837499463721715","0.0751098579010389","0.0272090081731679","0.0072480413400688","0.022321156119879","-0.0447492981279911","0.0408061390265796","0.0505597157761786","-0.0453525786217378","0.0527763229004493","0.0539730265377218","0.021206882843046","0.0352550634892783","0.0656737000896475","0.00209884601850286","0.0623040166318117","0.112525863539393","-0.0081170763961651","-0.0208296479653127","0.0294618404171279","0.0688347742738739","-0.0221684439400472","0.00221833965356717","0.0306619965422341","0.0988101174526013","0.105469261204397","-0.00361353845140671","0.0578986719329854","0.0380981079371324","0.00453608232031772","0.0496367390468673","0.0302468207076554","0.0138165106650321","0.0705571372889776","0.0330992096739765","0.0145025631200105"
"71","LMU3R31","0.0460674340398521","0.00689870631738896","0.0513997020727017","-0.0176015597558654","0.0310034669162307","0.0885413817859247","0.00670232642450313","0.0455506232702234","0.081532712721867","0.0388499879402177","0.0041269369475178","-0.00255961816603647","0.0631623677476746","0.044826413024826","0.0567643932193427","0.0181496511092173","0.040590735434028","0.043749929405696","0.0325741184511208","0.0380783004746351","-0.0245283414132783","0.0488589998739116","0.0685428344571941","0.0641028654776549","0.056460107430005","-0.0209725539727706","-0.00892622949730027","0.0169537068433206","0.0399187264406981","0.0369186989146591","0.0496555952501783","0.0158742761826293","0.0110417591459783","0.0610318590339514","0.062396698881958","0.0468382442786805","0.0606267687356511","0.0731735608184624","-0.0177819644810558","0.0552773360705512","0.0305515079175247","0.0579821119633104","0.00868120652211107","0.0543356126883973","-0.0336612747319334","0.0616019932299262","0.0865159714965223","0.00284840160861238","0.0912125037264013","0.028818611829623","0.0929364884286782","0.129293097884144","0.125513208737978","0.0137283814624028","0.0425805420163114","0.093227561239025","-0.0108916147116016","-0.0202825023919749","0.0849660222080999","0.0730694197641197","0.0281997245101687","0.00499876101288109","0.0187622048437552","-0.0454311547404053","0.0370286435790711","0.0457476920986128","-0.036084444734841","0.0487325338583881","0.0470659035934532","0.0216342808299132","0.0278512809132733","0.065212328362233","-0.00177274438338631","0.0556022858010987","0.106740760825971","-0.015362714306477","-0.0231954105375082","0.0271294137018242","0.0633872129045596","-0.0221228742810178","-0.00485030292225717","0.0192617436275904","0.100333322865888","0.0976449594197719","-0.00634015848461593","0.0655851034013691","0.0386050610119048","0.00832643750425396","0.0484917376725149","0.0346721461249287","0.0201385427898707","0.0626797899743767","0.0304852092170063","0.0120138404004105"
"72","LMU3R32","0.0421282455946303","0.0117668036165407","0.0520162144382638","-0.0128095628832711","0.0312118300978062","0.0770309987944904","0.010182975235816","0.0340545937037118","0.0749866874226159","0.0299919556671107","0.00393142831979358","-0.00768986082348105","0.0596732370668432","0.0373681026248113","0.0548681775771147","0.0178135034923097","0.0341642192208832","0.0308910558793014","0.0354705828052522","0.0356809334176128","-0.0208963505679318","0.044903778055614","0.0622730665492911","0.0571013463726076","0.0504568731996197","-0.024099640295303","-0.0181233536944376","0.00920849441954391","0.0372615880551736","0.0346601060657143","0.0478432288398526","0.0217939550469852","0.0173257551441055","0.0669180116782661","0.056072457383705","0.0461771435276301","0.0533532654983292","0.0677306237406222","-0.0140499194044677","0.0481960438678268","0.0261033056547783","0.0633031106150396","0.0116329828805152","0.0566776541737253","-0.0238532297972025","0.0491987250989083","0.0846634840518673","0.00419322507286936","0.0874787787586737","0.0291305748794858","0.080333488659598","0.120181382094931","0.114874915875999","0.0145318116973862","0.0356357778798342","0.0865091786947157","0.00059340073765303","-0.0242497590041196","0.0809833073812801","0.0652228372678338","0.0295833341748129","0.00378173845364065","0.0237680376188161","-0.0445884271705095","0.0419221116798507","0.0471264675475636","-0.0339091888067261","0.0454171275961092","0.0458834147632199","0.0193433053473665","0.0265744290387131","0.0627198215285903","-0.00137236478258298","0.0542587876376562","0.102600786197652","-0.0163689379822306","-0.0241338675680704","0.0248163826057104","0.059341541167224","-0.0164973809528723","-0.00129266003453664","0.0225583435474509","0.0877154837266572","0.0877773116146636","-0.0114082076600561","0.0603529657961602","0.0350109072082548","0.00763139332412701","0.0421899190975301","0.0347984537903759","0.0171358937863481","0.0596791006576908","0.0327383300249279","0.0134805638828643"
"73","LMU3R33","0.0388069020808238","0.0095403718007882","0.0501507926524908","-0.0101800649882818","0.0283484880722167","0.0701718654169011","0.0109007219590132","0.0239953437937101","0.0656914200712223","0.0268937279404866","0.0037653075806155","-0.0111519487338609","0.0527975557504092","0.0370117404373433","0.050706056596762","0.0219988438786477","0.0311919977674516","0.0267663245008073","0.0297065571142995","0.033498521817593","-0.0202161589725063","0.0417832845774523","0.0627825492507211","0.057166614529476","0.0535258766495448","-0.0285008995963427","-0.0223188952803974","0.00735700492857799","0.0332300945770929","0.0284336822375641","0.0438670442473711","0.0228251599928052","0.0192597295936067","0.0610894003638673","0.0540601454216336","0.0371828044387989","0.0528116324762532","0.0583030427186338","-0.021522010346106","0.0471013085646797","0.0223375074934734","0.0591238251856966","0.00653347085441673","0.0575202225283754","-0.0218485613929906","0.0424511057490703","0.077038655546661","0.00640999369633194","0.0808025684898547","0.0297456963929556","0.0677005912860879","0.109084214979828","0.102644932678838","0.0102127603513898","0.0351762759758778","0.0805736522320562","-0.000767957196767089","-0.0209679635612405","0.0743170899471865","0.065032411426619","0.0263593769588203","0.0118672278107323","0.0238332923943973","-0.0442501740154145","0.0309582813837294","0.0414885993149688","-0.0382909479204462","0.0495814337371066","0.0401700308290533","0.0181940482786888","0.0320621019079203","0.0554667895221626","-2.9224079858151e-05","0.0524668803201161","0.0918303460423923","-0.0220567941288807","-0.0267035831522195","0.0217592174185545","0.0562782087851671","-0.0159266362110793","0.00455820162243688","0.0174320469523417","0.0841137292981462","0.0780572195299911","-0.0118202761189875","0.0600118774624776","0.0320438543081677","0.00764813200715048","0.0411880207368015","0.0303422363752371","0.0122881367434616","0.0511281288527305","0.0312145820617252","0.014202266690355"
