"","Names","ARE.4","ARM.4","AUS.4","BFL.4","BGR.4","BHR.4","CAN.4","CHL.4","CYP.4","CZE.4","DEU.4","DNK.4","ENG.4","ESP.4","FIN.4","FRA.4","GEO.4","HKG.4","HRV.4","HUN.4","IDN.4","IRL.4","IRN.4","ITA.4","JPN.4","KAZ.4","KOR.4","KWT.4","LTU.4","MAR.4","NIR.4","NLD.4","NOR.4","NZL.4","OMN.4","POL.4","PRT.4","QAT.4","RUS.4","SAU.4","SGP.4","SRB.4","SVK.4","SVN.4","SWE.4","TUR.4","TWN.4","USA.4","BHR.N","IDN.N","IRN.N","JOR.N","KWT.N","MAR.N","ZAF.N","ARE.8","ARM.8","AUS.8","BHR.8","BWA.8","CAN.8","CHL.8","EGY.8","ENG.8","GEO.8","HKG.8","HUN.8","IRL.8","IRN.8","ISR.8","ITA.8","JPN.8","KAZ.8","KOR.8","KWT.8","LBN.8","LTU.8","MAR.8","MLT.8","MYS.8","NOR.8","NZL.8","OMN.8","QAT.8","RUS.8","SAU.8","SGP.8","SVN.8","SWE.8","THA.8","TUR.8","TWN.8","USA.8","ZAF.8"
"194","SQD55","-2.59160828904762","-9.37795304831255","21.4106465851639","13.4080230346388","-8.12764540325682","-23.6675171119764","16.6949441593274","4.04350124411783","17.0269021512213","13.6664396748251","7.15410459951163","11.4177619523389","14.9609899012505","30.9755311324516","-16.2220285646296","10.9824031509607","-2.10113664399631","28.2226115401526","29.8285922038806","14.3677593828224","-18.7150185607402","12.8487919940065","-17.511916552783","47.8768456435783","3.04818896287987","-9.12671158706244","15.4872782339253","-20.0339944031124","-6.39339541837193","0.183413388912901","11.832925708846","25.3245708632474","-11.1813598800768","9.2145423858628","-29.9634668808723","5.3537098942536","23.993684554244","-2.0224093867414","-4.62897484436237","-80.0094846495635","-3.27995024441517","6.81428196622424","21.1845271423491","16.0397662455314","-4.61450907882111","8.87949395617554","20.5601859223103","13.924092006256","-10.5153177847901","-27.6160774871453","-6.17806817110241","-15.0193256218171","-6.58661287481563","-0.594580692197893","-25.6538628355671","-12.2249945179267","-14.3528730089954","4.58169747036987","-30.573643721965","-34.5844502580848","11.8825097909698","32.4670469739498","-14.3674077617441","-8.34234008847059","-5.34319301456821","19.5580785265828","10.1057215671396","10.2114437822853","-7.02598190277064","7.66110984069168","16.0667708670642","1.25522564899176","-6.48963588820295","9.71274891746061","-11.737743635639","6.73131271887391","5.10894682960361","-0.792942241945082","-2.25253216430499","-24.7296892789425","1.48130164024497","-6.59933497163823","-44.8256463433617","-5.66449875961008","17.4497828069384","-29.4922111132538","-18.3908457568084","5.9610089364992","15.2561569606713","-34.1259776926461","-5.5623251326184","7.17876080620836","3.44641583683059","-11.5662892819175"
"195","SQD56","-1.96152265009683","-9.58416493461148","22.1718401182819","12.9214720510162","-8.39918809972525","-22.8198808094193","17.1215462650878","4.3600764245385","17.6375309630181","15.0745524347503","6.65101169943348","12.0640268754906","15.4427503580984","30.7083013509006","-16.454401299462","11.3374112047777","-3.12397737476756","27.9405075310994","29.7730292729858","14.9699691725734","-18.7375406655128","12.3438117817752","-17.4069613429751","47.6281989957416","2.29016025701451","-9.14974199337105","15.3819807822701","-19.8032664047031","-5.40800771956588","0.683543129551607","12.2875681154098","25.5271006283527","-10.4268925258157","9.2997587699983","-29.3141075170351","5.84227606965925","25.572671338912","-0.704582405052614","-4.44797058446892","-79.8939883533105","-2.98626148694075","5.98776202076702","20.9552714677251","16.3185347833837","-5.02843745517293","8.18818623102213","20.7787735895582","13.8390657025116","-10.0235956554974","-26.3694874504979","-6.45350013540704","-13.2042310288463","-4.55129435022295","-0.686719460699189","-25.8331754253319","-12.0078239134858","-13.4837517184127","4.3894753651905","-30.1626630099293","-34.1972894802537","12.7171501660914","31.8171164928867","-14.2482622582539","-8.38430020365543","-5.28542149504504","19.9370117678635","10.1589996039364","9.3896838398113","-6.27261718380856","8.33274660615173","16.2851371686901","1.38348763099445","-6.29293810706518","9.79365202748708","-11.6631791282997","6.79960523200433","6.11098164704738","-0.903336480932883","-2.43379832537228","-24.0690706767519","1.01443601225277","-5.62046811714419","-44.6072016539963","-5.42499450713388","16.7312504306298","-28.7318381713294","-18.6839611833131","5.27089962128657","15.2058209040979","-33.5922917066362","-6.20960551324233","7.25666301593145","3.65612305839698","-12.5259274766702"
"196","SQD57","-1.17846127849777","-10.2808396535912","21.8883183430374","13.348482776421","-7.83358080620581","-22.6134824846818","17.8549076835445","3.52981824571666","17.8567495621325","15.8552905754868","6.35970513599345","12.9431013987302","14.9046352415663","29.9253215926352","-16.3442963008264","11.1962429562597","-1.94808009284732","27.3389288004178","29.1819291264508","14.7408216845169","-18.0120140812386","12.3330048966542","-15.5653706260754","47.3656984349582","1.81626356554005","-9.62916233098371","15.366593659006","-20.8157149434414","-4.21952138534555","1.9521676102539","11.0386635967696","24.8494478175032","-10.4386626839275","9.20066872467944","-28.966703129498","6.1002226652273","26.4006113277015","-0.504577900686167","-4.53105966950918","-79.1350723489569","-2.52520247034737","5.89816246503208","21.2991805674339","17.0009208045077","-4.70435722220899","7.68130185604495","21.3352449789534","13.6357683750804","-9.63005440547202","-26.3987813164766","-6.54293181843975","-13.0379446608745","-3.75864454527287","-0.158030924281295","-25.6655119053019","-11.7398435268558","-13.7001647621606","4.25037751238817","-29.7547119884014","-33.8414342233622","12.6655941059015","31.6736805407225","-14.0528081111167","-8.80149113799625","-4.27785814311417","20.2942420574933","10.0168804385106","9.43566536780758","-4.93850689089596","8.63216861979029","16.4998549078557","1.31459854256186","-5.55136540962696","9.84075343237697","-11.1429973647682","7.14480676345118","6.15689586971965","-0.803413243598197","-3.18313390835861","-23.9086510025685","0.753484219825652","-5.3280777268502","-43.5757493995464","-5.76260845186594","17.4885054168779","-28.6466395370774","-18.0292182918588","5.80726663279741","14.8818439202985","-33.9120204768919","-6.74439550986629","7.56210514369018","3.66978855625924","-12.615427196482"
"197","SQD58","-0.53014565549215","-9.35321015374204","22.6644258547528","12.7247695805582","-7.77251384358921","-22.1724424985515","18.1698768734045","3.2179036158588","18.9344577504572","16.3994857027133","6.42020688949971","13.2808589151936","14.9369700582861","29.8645133200235","-16.1718929906624","11.6222320721142","-1.56256322089815","26.9724306441219","29.6390950632313","14.4974038993941","-16.7810097546553","12.6949177881066","-14.0127420962368","47.238083180648","2.49643559445285","-9.26246100531128","16.1960166986222","-20.3802235191437","-2.44554435837716","2.72734044623019","9.58258640094292","25.0269772223289","-10.0154358628669","9.65800857516868","-28.5771911561911","5.77556682773715","26.8745952803364","-1.09353892545444","-4.08113083680067","-78.809183018455","-1.49387719402874","6.39456091018074","20.673481888907","16.847258869238","-3.58951085978255","8.91420521752278","21.4854801569097","13.7435790421974","-9.14244686684516","-26.0323330555578","-7.02270530486108","-11.8883661299088","-2.83081907375659","0.210177601858745","-25.7013838191329","-10.7899841771505","-13.712710889705","4.44691206520549","-29.6890788869386","-33.2654196358262","13.5097719602047","30.9976750895496","-14.5265792368335","-9.42291559054442","-3.6639601434616","20.8005289656018","10.2052428595507","8.70689271479986","-4.90276332130014","8.90598303179638","15.9856538076572","1.63080152671191","-4.33533078505284","9.82251444735664","-11.0890918772502","7.82473305443731","5.43771159550174","-0.546823388430178","-2.60260152554578","-23.876412382017","1.22938629615213","-4.90531727123625","-43.8142377900932","-5.40487109153318","17.702859316846","-27.6517607352758","-17.9394714563502","5.84801347112451","15.4395742383766","-33.7018115026689","-7.05877303841881","8.22607217175691","3.31794392749753","-12.925983611177"
"198","SQD59","-0.246805714571201","-8.53774012461994","23.6566860517312","12.0651372590434","-8.58651737047134","-22.2473941689403","18.9089248661568","4.44473521668513","19.0184626364187","17.2123774349328","6.59543001149214","13.9497741646587","15.454776731844","30.3303781251959","-15.8622020563237","11.0566763658871","-1.11380563958006","27.4031973903052","29.9585518989215","14.6020270207275","-16.4405196175787","11.5651994764482","-13.358879175542","48.2269286329438","2.16844763048397","-9.79614874018174","17.2063506400419","-20.4460420557453","-2.85377657465608","3.79662079295249","10.102254021932","25.8305475974544","-10.4423526623155","9.8156907091247","-28.9684566749175","6.21488746468856","26.1415974943553","-0.501697885404995","-2.98520711514003","-77.4275146796885","-0.674254420871839","6.44719431760328","20.4313980247492","17.0758585246605","-2.79502131210332","8.88111692012002","21.0508041720529","13.7595634930304","-9.71113952414577","-26.7584988516468","-5.65906046309572","-11.4725041688528","-1.42396716712713","-0.226127019239788","-24.6170891894084","-9.70924443748421","-13.9156673763887","5.02163432984278","-29.1461319126639","-32.7104793656982","12.9464779842398","30.685510049398","-14.6827466924172","-10.4377464941131","-3.49009193746229","20.6495787027004","9.55384094291612","8.94734982685998","-4.99016493226325","9.30023935465691","16.755259937272","2.23572677435116","-4.28924396426801","9.85268735998113","-9.77247341891203","7.63317181995685","6.12398045675746","-0.863782697126984","-1.93378492389412","-23.7940652923514","0.757301547067202","-4.28780165934211","-43.0569259036494","-5.51792836078011","16.7147637327477","-27.9146900730755","-16.4438163641737","5.58824406579751","14.6760941552191","-33.7761666555121","-7.12145895536843","7.5474719855411","3.51692873830321","-14.1195170759862"
"199","SQD60","0.570224284840144","-9.01820466671551","23.2866967657082","13.171018906142","-9.0780024998283","-21.3433235321388","19.1082280407589","5.75517371982562","19.4504075836769","18.1958424966323","6.72634225028645","13.4700870411234","15.442951220519","30.1754590991349","-15.337002978829","9.94611022461907","-1.22035459285693","27.3530099153392","30.591549508851","14.5604451892579","-15.7340741639","11.1974607545737","-12.797085428582","48.4428354169005","3.42680749055737","-9.71764276388497","18.5990181393674","-20.5955887932761","-2.62267268163336","3.4114755489546","9.98972607669056","26.0482148271893","-9.00997477669552","10.8951319315999","-28.1638895495366","6.35576254380448","26.4389133965205","-1.17230394447648","-3.22595483881122","-76.6507215020171","-0.705933173649173","5.45533089686842","20.9167582478013","17.1998946190579","-1.40797867572826","9.47691330833166","21.7886074474415","13.0385500449675","-9.6332575968157","-27.4041822018987","-4.90774561661404","-11.6305980837252","-0.531278313944455","0.265349748225115","-24.6630929152612","-8.77219046246254","-13.8168712232764","4.99745067342564","-28.212735969905","-32.3953681886416","13.3071428413542","30.2165184117721","-14.1889937908446","-11.0284427222116","-2.70972810766872","20.9816040952574","9.09606455441737","9.24243051468167","-4.51290581770605","9.70127401468274","16.5283930583084","3.04340337943315","-3.87940841508833","10.8669316979206","-8.93612188602393","7.20684280074426","6.18667113870557","-1.0543985027892","-1.63591555544537","-24.0683796348589","0.300018965450836","-4.5473565721085","-42.904283543112","-4.7710969851749","16.6119062544917","-26.8811185513388","-15.558288993143","5.60391657290662","14.0603216429556","-33.6840180419737","-6.57015545089571","7.6548168748659","3.93495079064006","-14.2135562407546"
"200","SQD61","0.461224870695792","-8.93313891829815","23.3148832011533","13.3321924881334","-9.6861822205321","-20.4787708965264","19.3633544388202","5.69852438361325","19.285423540578","19.3565397408489","6.83844917646384","13.6676475477366","15.976230238066","30.7419252349238","-15.2138993044129","11.0844313215698","-0.283507910814313","27.7957930688334","32.9985890880822","14.3376331839518","-14.9681922287178","10.3538062064437","-13.3482835789091","47.8603898756046","3.43484815270891","-8.89357096175065","19.2762207846692","-19.6778369891534","-2.05862103382455","4.29139339565218","10.0400658463091","27.0226480844118","-7.15224140863148","11.0989339914989","-27.5301405420279","6.56950508428691","26.9324743975035","-0.217846440698116","-3.24364159707348","-75.1996811909429","-0.402613697619829","6.64964721040933","21.7983052088763","17.6745950769381","-1.72467895806491","9.48317168016796","21.4284552674657","13.0389928047336","-9.51185677347581","-27.2891633914105","-4.98888498881441","-10.5902358032537","-0.648752219969708","-0.289280685431469","-24.2809451240216","-7.89067715599187","-13.8708597303903","5.08807137780835","-27.0474052848884","-31.3383623200812","13.6590382702361","30.8367769927115","-13.9279614892747","-10.7416851778956","-1.94192398276379","22.1342659889402","9.55063108106183","9.31716876772425","-3.90119635301056","9.66259906981789","16.3745847465949","2.24935511909172","-3.3092129318141","10.9445309605326","-7.0525309690974","7.55001368481027","6.24492112972437","-0.972346014210995","-1.43285691382068","-24.3656864839717","0.704543112157493","-2.87363192493545","-42.6393306776938","-3.4675006869754","16.853502421228","-26.9029791816541","-14.4149533196811","6.22992039272334","12.8841994481197","-33.7673555139083","-7.18460277973264","8.44833597339655","4.11702877438938","-13.8139649520082"
"201","SQD62","0.784681796398622","-9.38850439216371","23.0158472273119","14.0828392800056","-9.37109348728931","-19.2555811992528","19.694130970056","6.43530199501066","20.0425707822815","19.0722732351728","6.65025898260605","12.5560952333024","15.5430255441676","31.2826465480199","-14.9342395331361","11.4558006507306","0.141756289231438","28.2178353096536","33.600691429222","14.8776985630437","-14.638298562222","11.1982990196864","-12.3753595329283","47.6122769091944","3.47300064342886","-8.12352256048817","19.6870884044944","-20.2512440019691","-0.98089094816528","4.07736530980439","10.3216565163786","26.6841644792972","-6.83591212835893","11.9377414782734","-26.9104219815867","7.08667913514256","26.7999934408609","0.331506993886183","-3.04536382302154","-74.2422764471646","-1.48261952687974","6.27608270422704","21.9328640120275","18.000261308385","-2.67311961410546","9.93849137426173","20.987098371306","13.3011593919196","-8.94145504214048","-27.3533617462926","-5.88014530411855","-9.78565656102716","-0.393824181952278","-0.986234252905406","-23.6120008455368","-6.55722751619244","-13.663583303051","4.83699789002317","-26.1491138435544","-30.5079477365145","13.4060568773303","31.6161900161129","-14.7105045651185","-11.4815602098346","-1.86796948350877","22.1734363665563","10.0768279849506","9.99409280252691","-3.05754720495169","9.2547389101056","16.4511421799771","2.30048217148368","-2.80288606979652","11.1881513315275","-6.04060391845965","7.51404606453177","6.05963291595912","-0.967538683823851","-1.13566213012071","-23.3489320062842","0.621174605906206","-3.21053608178533","-42.9335087580948","-3.63116448157223","17.0468710878394","-26.3484054908115","-13.8888217507546","6.31898200175654","13.3049572961653","-33.2969220338133","-7.95747398283957","8.70667415291408","4.15030572619691","-13.5220124581216"
"202","SQD63","0.427492453439219","-8.70897202500904","23.0542961688646","13.8255057379275","-9.03141543711424","-19.0277960066113","19.9877553848087","6.7045608761086","19.9478660014082","19.6918227414306","7.67977276288267","13.5401415586007","15.6859750561291","30.8487525134888","-15.7413447633704","11.8036067286342","-0.00620901355629743","27.3448202696847","33.9876695911438","14.7343762298309","-14.4224196153188","10.9526969591925","-11.0174974233879","48.5483884025973","3.78970539654532","-7.63893168876248","19.3601337849593","-19.7680105783493","0.382822934141456","3.2516975157613","11.165695313299","27.1195580446504","-5.6875367511226","12.272931440778","-26.1136494408437","7.94866495360039","27.0437650994355","0.938497356826677","-3.11419379807259","-73.4389015721546","-1.3724694980433","6.65231825399753","22.2626981711075","18.8332572737885","-2.37702824763657","10.3307479611772","20.8473923476838","13.4650604951863","-8.34595831288368","-27.2235839275568","-6.3552048101097","-9.04361450284542","0.468497106679948","-0.568435291803223","-23.0488191334181","-6.41065432354898","-13.3479097425688","4.5440814940852","-24.9993786222841","-29.4172912684992","13.3507477753356","32.4809904839857","-14.3463506915554","-11.6761021679123","-1.43427543594608","22.0692205548934","10.4977286890922","10.6006289599232","-2.54026877315095","9.59877721723763","16.0196767758159","2.28131808193946","-3.08941127624423","11.0530289572549","-5.28786527370137","7.54863843779276","6.31278005508206","-1.06843043460618","-1.07854045297257","-22.9360286745556","1.20956459275599","-3.27093537330583","-42.6603334948268","-3.85263231532575","15.9899047738126","-26.0801874886731","-13.4170940431645","6.53266977249519","13.6977119442693","-33.7156179330054","-8.75652957241904","9.04355778750062","4.54333420261551","-13.3452888416691"
"203","SQD64","0.903468565688919","-8.63085048565813","23.1006189591077","12.9231742845012","-9.04570773688839","-18.4295633948813","20.3468525932104","6.83718755665271","20.6589241859734","19.9533621525816","8.47445792640034","13.5486748719074","15.3560181979677","30.1575343997009","-16.4469491137189","11.298226467919","1.35616780133091","28.2486481199489","33.532934604664","15.0548098274769","-14.2433488702225","10.7846395435684","-9.50298369092344","48.3411266830962","4.13935894088282","-7.0062145061995","19.9188975030989","-19.5998284520451","1.36263241027611","2.67809849649006","10.7104865642599","26.6428190464416","-4.84183141423869","12.6986966354057","-26.0211166766975","8.5457232505564","26.7509727363927","2.22201440357194","-2.57063419818479","-73.7049266385049","-1.02607589299844","6.91237890210876","22.3663600739883","19.6440674010019","-1.22686893458657","10.9922875907336","21.8315041919482","13.4531533314918","-8.68929306991175","-27.1027283443863","-6.55690804443099","-7.87355684642653","1.54272890702802","-0.718446674765576","-22.54276394398","-5.95077080187753","-12.3779271868126","3.38308898138523","-23.9642397410616","-29.1025157540958","12.8219031784361","32.9314858798615","-14.6736008267795","-12.6328649279353","-1.69703144415609","21.8828363964555","11.0889243245581","10.8760733578086","-2.3974522812342","9.66474333728385","16.2340890855199","2.78775283236479","-1.25232561360558","11.1917543139648","-6.38917346805486","7.38258264986781","6.76350812660162","-1.09579143054175","0.332671285535473","-21.7993246063244","2.09145376643459","-2.33493852877611","-42.1754347466889","-4.22334190617775","16.0781765418851","-25.7723048931975","-12.581715329979","7.07188406565583","14.4290711708753","-32.7457689072017","-8.69249347808783","9.0066545896973","4.50472919855894","-13.978324795777"
"204","SQD65","1.76096938199513","-8.65266213084368","22.0922317985819","13.2152782051154","-9.56141172347095","-18.1767261957602","20.2879496077317","6.58631474494532","21.2307192914241","20.7696955788657","9.33426858488149","13.8221480118505","15.2461156588789","29.2269408500515","-16.106896626805","11.2382957472341","2.53610148403257","28.4378708369237","34.2515054762426","15.8842626579769","-13.572473822571","10.7032857833514","-8.53219012919853","48.4967226616602","5.28657443082761","-6.93469824616842","19.6785367227686","-19.8411673391147","1.65716019536665","2.87027770459586","9.94654860820416","26.1165271068196","-4.66678026154317","12.364191863995","-26.339154994501","9.3502158265676","27.4184493730446","3.16902476273648","-2.65185725422532","-73.441601414462","-0.149843681335683","6.80031752993818","23.490636170882","19.1162019434868","-0.694184867133127","10.7727032792996","21.8296129600269","14.2546219557585","-9.0340650565284","-26.1819457147391","-5.86372984287624","-6.42491738184919","2.62146212045659","-0.810911126451026","-21.8690697859258","-5.28584331341839","-12.7026495997983","2.99335240206899","-22.9048771741578","-28.1967323417596","12.1797660266811","33.7382479947077","-14.2224240057647","-13.090582946664","-0.277333090669075","22.0464613882964","10.7074325816453","11.1471774313336","-1.87006547970012","9.95797366780268","17.0135816641145","3.16894905043295","-3.08699678501575","11.3503694998553","-4.66252067328239","7.0705616157994","5.87001365223495","-1.46529135999885","1.26523523962178","-21.2409181365275","2.14681304612979","-2.79926813476338","-41.3404541792748","-3.78398315314418","15.0394074145833","-24.6497976109816","-11.9892544076656","8.38724897081651","14.4670739622699","-32.1917915306801","-8.37060297916051","8.44303311670919","4.44144926290001","-13.5996404327113"
"205","SQD66","2.59894704472999","-8.33107957666958","22.7983449100086","13.2281585823331","-9.39031960755241","-17.0622040257975","20.0433432690495","5.99839774050893","21.5565551842567","21.0976989709104","8.72528124609764","14.2052600628066","15.0107259560641","28.7089664170955","-15.5751943465032","11.7876651813643","3.09223378916688","29.285353158488","34.1669407213546","15.2729411801089","-13.3289981582536","10.0968147819796","-7.57757255126333","48.5104981320178","4.82978239247657","-7.31325983389009","20.3596742085715","-19.4685899293858","1.48140894216817","3.06724770351148","8.9748491265363","25.8242177197856","-4.60811287382399","11.8971550401902","-27.0782949013398","10.2592214715148","27.8239390312314","4.53877641229607","-1.57526032019225","-72.9094371213755","0.2693859227276","7.40970960957425","23.3731049427053","19.8242196934109","-0.369925337875549","10.3595129600261","22.4431212494678","14.3203788845922","-8.63888758240157","-23.8879028427789","-4.58987435662704","-6.60325719931414","3.56174787405455","0.150772012126708","-21.3987212405466","-5.26734312003756","-12.2937949087735","2.72449128829905","-22.3665332296596","-26.8421303272559","11.7242365011212","34.1481433459746","-13.8800456909482","-12.6893342402119","1.09705564000952","22.2346925310448","10.1436529950597","11.869566424581","-0.483062488427081","10.3133756282893","17.215942867726","4.27910328782587","-2.52926643136513","11.3894859627065","-3.21364349708314","6.22982768634985","4.99527115534433","-1.58646500314497","1.5984723140671","-20.5713686354387","2.74822674020587","-2.93567953428317","-40.6280931727681","-3.36194919813114","15.6964706754145","-23.6449677335727","-11.2475902257127","7.81119798800279","14.60313069778","-31.0938632452414","-8.45471646245057","8.19457556514983","5.08107123660356","-13.5049728221679"
"206","SQD67","3.14748960114416","-7.78622860148446","22.8465765230921","13.4807904654484","-9.3486634976119","-17.4756225720236","20.6370568935986","6.33312491001716","21.3478299351288","21.3411742171494","8.9822659887388","14.634575145369","15.6445779375131","28.7416693945071","-16.1570639501717","11.6430528362157","3.04846617483681","30.8179293496736","34.3191033579829","15.9457300270181","-13.107120665258","11.2598617986286","-6.46446956111997","49.3949524446769","4.68912568542211","-6.07051623939289","21.1277053017434","-19.4925653406954","2.02910925126123","3.22319004425261","7.20479171065826","25.3783539775738","-4.1862358205518","12.0489110228173","-25.7807637690109","10.7023871547658","28.3016340827133","4.32104595501921","-2.13760687158903","-71.6759693252092","0.606976731208888","6.76933224362185","23.2593397542549","20.6903622960125","-0.761177814977411","10.4756904946254","22.4546755698449","14.7256421036527","-9.08098335351124","-22.7789089911261","-5.50250493739973","-6.37701624601911","3.41272044266123","0.958253144700141","-21.4852260241957","-4.97730007635512","-11.9229714070597","3.02687430794291","-21.9225017923239","-26.9186208841355","11.9002605751596","34.7794270081166","-13.855371749525","-12.8672616307948","1.90675958640097","22.7039206918808","9.7007942534603","12.1572443908737","1.35933932608981","10.946717322285","17.8487307044949","4.78382342565593","-2.36062320368655","11.8190839635055","-2.63730970282247","5.21592506535717","4.95377774547232","-2.05715163906612","2.42581212990326","-20.1599531399694","2.74243772681867","-3.5098081647264","-40.6038484890868","-3.21531989634234","15.0093698719982","-22.8042445684385","-9.88332142471978","8.63880994977808","13.9200155921478","-31.2997350178374","-8.99225837156016","8.04038663598666","5.77279976911119","-13.3345394019789"
"207","SQD68","3.68131155435568","-8.17317224197228","23.2424734757913","13.1969588704913","-10.2902073762151","-17.8402088254882","20.4857490247194","7.31471899112193","21.395394308647","20.7897189233859","9.5972437703376","14.8158392415182","15.7737427694904","28.9756670016106","-16.4426464611896","11.4760221164092","2.75599203623519","30.9927286215063","34.9664003562163","16.4502245184053","-12.8178461909904","11.3564467033803","-6.7634882072517","49.836453823218","4.91565291719733","-5.73750542840395","21.1828645329071","-19.6350473092237","3.96715978996808","3.11925053576076","8.47168170110646","24.8471583971753","-3.43415795190289","12.3196736383367","-25.6165303813603","10.6172712917822","29.1778985601464","4.96612202506987","-3.00872779053016","-70.024372983414","1.0346750126295","5.38341829621323","22.8185427593602","20.938184452591","-0.644334833732643","10.5934484561908","23.5288072182705","15.5950759533605","-10.2931385558946","-22.7163901025498","-4.1061539928529","-5.26137462644544","4.96580174133714","1.43343219702382","-21.1319232432599","-4.90017939839415","-12.7699608813266","3.17831058401333","-21.4575909373823","-26.9640301014909","12.1668933190674","34.9226151152637","-14.5913387729422","-12.8307951342708","2.99346916859989","22.8346486771637","10.0072133009296","12.8279573748666","1.97563497630513","11.1361499854417","19.0856541479639","5.23558766680469","-2.58199849466882","12.5608644499499","-1.37504200161166","4.63383186208267","4.71188575479716","-2.02509339101903","3.1405767861635","-19.2522555263679","3.46919869812057","-2.77733506659005","-39.3522373220686","-2.49340999601514","15.022989140463","-21.7203575921132","-9.40909424236497","9.15022400338239","14.1504792296642","-30.363779315501","-9.57396935412628","7.89988985655213","6.07312369788223","-13.8649541871221"
"208","SQD69","3.9926698138623","-7.6150378718107","24.5719612705271","13.2399868229483","-10.1308786033351","-16.6152998754994","20.9400688616714","8.57303107298397","20.8449912255819","20.5714309284831","9.01253004255892","15.165723579422","17.5424904652791","29.63249735364","-16.6747587290306","12.0652719230209","3.60942659430084","31.318572302847","34.0035652355183","16.769104753035","-13.0391560134694","12.1293205926383","-7.16814304391786","49.0583439128756","5.58777518361842","-5.52388002037171","21.5859913509863","-18.1482035984742","4.30268103700376","3.04220706604893","9.25790351095023","24.9255470813659","-4.49090748584145","12.7075538436606","-24.9044279546809","10.4319951680618","29.5111296446534","6.04058395394293","-3.02651254847095","-69.3832695601971","0.887495787716606","4.79530211161026","23.2145630832321","22.4695565859761","-0.437439758148683","10.1979200178616","22.7451130200256","15.9446120822874","-10.6280557547273","-21.9415693479744","-3.46238075520055","-4.09367347429049","5.39555285656481","1.62166035490822","-20.3425040622734","-4.5335048936889","-13.1892685988721","3.00292751975937","-19.9813465416598","-25.6774657369403","12.7744037887831","35.4770759847676","-15.0299282481896","-13.2671559102709","2.76266060998107","23.4225231735243","9.74268027734326","14.0198650931853","1.43566659983835","11.4712479724599","18.4025115975929","5.03431077890318","-3.05933085574164","12.9734265068106","-0.530792906917112","5.01375537970299","5.39812624761984","-1.99711323782625","3.39312145127746","-18.0653110714958","3.64941357770118","-1.85678168607437","-38.8339499797961","-2.39902263288191","15.5281106523227","-22.6936049655843","-8.66632659986709","8.83177889977267","13.8230310192313","-28.915829696318","-9.73069078777209","7.47541517883994","6.24289043193062","-14.1311221133746"
"209","SQD70","3.88057753326995","-6.44119184090477","25.2428399796084","13.8170115889844","-10.2383955864565","-16.5712764089649","21.3515059212378","8.43608368085559","20.3338379331056","21.2644272523828","9.08512818679868","15.3717742415015","17.191467752874","30.9209571486764","-15.6356456807526","11.7219114080065","4.56609885385806","31.7654753592532","34.0933164786651","17.1438517250787","-11.5871267731048","13.1332051867804","-6.85538731336686","48.1570603182193","6.56831897369462","-5.07619985363627","23.2145615658078","-16.4129752488473","4.23819313568684","2.21285695349422","8.11341035408817","23.4785331161878","-3.20073276811513","12.6350434679622","-25.1947835486804","9.92644988991","30.2030260094158","7.06684432382275","-3.13422293280497","-67.0309198880356","0.866561118732151","4.13993804655219","22.5405941723679","21.2670503232094","0.093701889985443","11.0629395008931","22.9688148780736","15.6764395912877","-11.0220919716281","-21.932437866882","-2.64774828985917","-3.24190842137587","5.86705890207859","1.00449939762383","-20.2452693549128","-3.212999595368","-12.6151599849808","2.76909356332518","-19.7326673360052","-24.8056348192697","13.3019098269356","35.7709529137827","-14.8497478548797","-13.4314605587419","2.86935032254144","24.4432514500956","10.6227196355571","14.7423039829268","1.72361771398623","11.0346250530869","17.9051819981727","5.80813974311852","-3.52584580886254","13.0444761083816","1.82005410350221","4.93683811005764","5.70447262699897","-1.54722993207605","3.82556904926488","-17.4235480816841","3.28523707204079","-1.50638396724954","-38.6886764232403","-2.09180780516933","15.7497973229336","-22.3434959929615","-8.19723150557166","9.68812865899069","13.3101654700069","-27.071424694145","-8.84962384451811","7.77746410871378","6.26187263180758","-13.766163976729"
