Names,ARE.R,AUS.R,AUT.R,AZE.R,BFL.R,BFR.R,BGR.R,BHR.R,CAN.R,CHL.R,CZE.R,DEU.R,DNK.R,ENG.R,ESP.R,FIN.R,FRA.R,GEO.R,HKG.R,HUN.R,IRL.R,IRN.R,ISR.R,ITA.R,KAZ.R,LTU.R,LVA.R,MAC.R,MAR.R,MLT.R,NIR.R,NLD.R,NOR.R,NZL.R,OMN.R,POL.R,PRT.R,QAT.R,RUS.R,SAU.R,SGP.R,SVK.R,SVN.R,SWE.R,TTO.R,TWN.R,USA.R,ARE.E,CAN.E,DNK.E,GEO.E,IRL.E,ISR.E,ITA.E,NOR.E,PRT.E,SGP.E,SVN.E,SWE.E,TWN.E,USA.E,EGY.L,IRN.L,KWT.L,MAR.L,ZAF.L
SQD22,-63.047989968869,-48.3890652530174,-21.8435807837678,-37.2873291646934,-25.305246757993,-36.0882386778433,-29.3430003243813,-97.3274826573125,-26.1949656444471,-39.5441766361373,-33.4107092213083,-26.7952409348676,-33.0778022278125,-34.448797045521,-22.2236346527863,-59.3672653648683,-34.2573274489275,-48.103952553635,-27.7742804269167,-30.2858247592819,-20.287215364663,-102.992108465095,-34.491083016021,-15.4170560490895,-34.7833320121109,-51.3221529019799,-49.2579749939254,3.2854051334036,-36.4273019288809,-46.9962217432205,-45.2105001379205,-32.7095041865207,-53.920502465574,-48.854130663008,-92.3085419473131,-55.3542674174211,-2.42283638493078,-67.8538623842115,-37.2888472541811,-118.388055717859,-36.5052972956954,-31.1937847524889,-60.0037671340932,-42.1548790580463,-54.5085971136741,-22.5133624481156,-12.654517010535,-68.4332237401938,-22.3500411498486,-15.8199522960586,-42.6142323625818,-17.2298718625108,-38.5026270187117,-11.1861254530449,-57.4547383158542,-10.7606312471387,-47.5808245324328,-48.5171125158887,-34.548899096246,-29.553855298497,-13.0257770232392,-62.4867737021187,-93.4863311647417,-68.9825039356345,-49.3446533329488,-93.1090682112618
SQD23,-62.7441266087618,-47.2262817820216,-20.4366690796967,-34.6976235813039,-24.0913616389656,-35.1332964269666,-29.3339598600767,-95.3917118127702,-26.8611499991609,-39.503561370057,-33.7041363568874,-26.3609975194145,-33.0713551884215,-34.0470267031282,-22.0680226177918,-58.1509246044854,-31.3020888367067,-46.9899219879559,-26.9954335467249,-29.9831997283057,-21.9520353058067,-102.086023300834,-33.910004533177,-15.0463660218238,-33.0497619386926,-49.4026260306256,-49.0204933445692,3.0580778515663,-36.9733751558049,-47.2951486839029,-44.8359439658495,-31.7216011008369,-52.859299148513,-47.5014161497709,-91.6739798230727,-55.4110099868069,-3.33235128000934,-67.7193675027058,-36.0218375051772,-118.222423685302,-36.1961236079696,-27.9459919512581,-59.7939697885809,-41.350923722612,-53.3911496659172,-21.6548347698956,-13.2342520022355,-67.7046592757065,-22.4506844353734,-15.8872907067661,-40.8472430695727,-17.7703772798513,-37.0151129010625,-12.5151567644416,-55.8671467426316,-9.91947209022982,-46.7361635482614,-48.0701714110898,-32.7763407150741,-28.7213124558827,-12.6891767760942,-63.0897291285939,-92.6835844888318,-66.6348888208361,-49.8487063385432,-92.5625457460575
SQD24,-61.724734125219,-46.9195356577142,-19.1678872572995,-33.4258474303955,-24.4521490043693,-34.4540854655224,-29.3332142645408,-94.3273316608276,-25.8045594464541,-39.6766054590957,-32.8770558586538,-25.2303740041882,-32.0173252090092,-34.9374606490448,-21.7402073547948,-57.895809296981,-30.6302998016063,-47.0505260306114,-25.6802352892301,-28.955651626684,-22.4201030478907,-103.018485363527,-33.0218070312141,-14.7227158606161,-31.8908704602492,-49.5141253171626,-48.8078847257885,3.73129893763394,-36.9674237619015,-47.74428182162,-42.7105243316071,-31.6293079981569,-52.8555638971962,-45.1594749976001,-90.1515408277728,-54.1291531689624,-2.93994471945511,-66.9679691969777,-34.5292419679914,-117.663401019948,-36.8885380839673,-26.42085959395,-57.8507546538101,-41.2751654970222,-52.6300284368132,-20.6223410026108,-12.511172482362,-67.6238154950721,-20.3936483638222,-13.5275358624168,-39.7673431052151,-18.1379716530709,-35.5434341131241,-12.6890285275443,-53.8246359422201,-9.21653087030418,-46.5592498108687,-46.1195772594821,-33.3199408391377,-28.9023794376041,-11.603381765876,-61.7765578215244,-91.3195431168577,-65.954407693288,-50.7216584616449,-92.5446038322937
SQD25,-61.0907200497638,-46.4221643217753,-19.1008629293428,-33.5547680168536,-24.4362614763459,-32.4926700044513,-28.8780312307404,-93.4488224656524,-25.1545725709024,-37.6546956708486,-32.0974321093044,-24.685384299834,-31.5960488236604,-35.0534579846161,-21.2116947031784,-57.6475487524166,-29.960682862615,-46.3698396359951,-24.935873350655,-28.5224857588118,-22.623126123462,-102.787039839735,-30.6389836657832,-14.6980465707353,-32.0299567253604,-49.7886942855283,-47.4503832974721,2.48321269702459,-38.5727068326176,-47.8440472574429,-43.200864889807,-31.243694864199,-51.7879166115756,-43.3568622441272,-89.0838116181424,-53.145000279207,-2.09462260069899,-66.6465433437818,-34.5052355444421,-117.133691117247,-37.1515139651303,-25.4913706974359,-57.8509403325687,-40.5703237171868,-50.6765579952786,-19.701472888279,-13.4802316719763,-66.9228097203898,-18.6267164402208,-14.6131240365696,-37.9725868431776,-19.4314118521131,-35.080240183779,-12.5742738005019,-52.8751490196894,-9.4063270445088,-45.3223498490534,-45.5767360377946,-32.4562531279127,-28.806881983719,-12.2018789531586,-61.2390447594251,-92.1165244641679,-64.340523249687,-49.4716882390362,-91.9853354093888
SQD26,-59.4974244408113,-45.8697598061737,-17.1311758297003,-32.9958922870406,-24.9441095354954,-31.3113825376853,-27.3955932917088,-92.8797558754455,-25.5004123237351,-37.1339856306911,-30.3763960939233,-23.8005410400043,-31.8335117334452,-34.6686655495125,-21.6470127650081,-54.689260169817,-28.8656017001469,-45.197078458925,-24.5509146745844,-28.2600847168101,-23.2489073164764,-100.904602721778,-30.858577970424,-14.0582993754011,-31.0669453337643,-51.3294335265396,-48.4464974332148,2.19157380333718,-38.2950052873187,-48.3715824238056,-42.3322492145567,-31.7964824145563,-52.4032676853805,-41.9696942204118,-87.9672243757129,-52.7849790837535,-1.1133091427329,-65.139111661183,-34.8176217083792,-116.016376446067,-37.0713456101309,-26.5800112933417,-55.7379586011305,-41.0854274556403,-50.9304967846773,-19.4343699419606,-13.8199192734234,-66.86456779486,-18.8992193825913,-14.7702836301072,-36.6842368844757,-20.966912515995,-33.3407848617624,-11.7522533001811,-51.9358423422346,-8.14561785974314,-45.2825002178365,-47.5464630493683,-33.6207684349322,-27.5241461114411,-12.8219009398869,-61.3576686155771,-91.8925456203139,-63.220946515054,-49.4177331673838,-92.2679242464268
SQD27,-58.9795010743724,-44.6215069931141,-16.5141876109499,-31.5613666409647,-25.7963879169177,-30.6759226945321,-26.2520143134046,-92.8143169188447,-25.9383252874762,-36.0635910168183,-29.5385583170367,-24.2831541122494,-31.0475867642707,-35.2478679301529,-20.2573983487009,-55.4278498704216,-28.1416211706265,-46.7727594322586,-24.5416594746529,-27.1726513502914,-23.8556159284548,-100.649422217011,-29.7384954765123,-13.7276027865221,-29.449485359259,-51.12110427619,-47.2765727385522,2.11825832723776,-38.013778839488,-48.0998320749828,-40.936750276764,-31.3701554398391,-51.5659543407685,-39.6581253941042,-87.7763648238157,-50.9893262318859,-1.15862655446025,-64.1210068502929,-34.9066047680945,-115.343805694068,-36.1191748390809,-26.5991245291267,-54.7228632795046,-38.6748614342775,-50.0973161444305,-19.2059437316216,-13.7482618971208,-66.3455264648087,-18.8417679179351,-14.3490863967273,-34.678021686494,-22.0207034201819,-32.1117065559142,-12.5537209562489,-51.1957833723881,-7.89740096614339,-44.8813730054284,-45.8840773613526,-34.1187397884095,-27.6557519688326,-11.5132487387192,-60.376416131065,-91.3670996881046,-61.7785796676221,-50.0491554403788,-92.2670100760131
SQD28,-57.802515854689,-43.8592162963403,-16.0284281620008,-30.4020053414148,-24.3336266468981,-28.8263706731659,-27.5782784693495,-92.2151580483578,-26.27399454466,-35.9820573761685,-29.32017437168,-22.661830317148,-32.0619633688827,-35.933187520119,-21.1434663564998,-55.6349396441053,-25.8139952854673,-46.2768303317761,-25.0005355097664,-26.7174113088758,-25.1760815798749,-96.5527567439881,-28.3554167231454,-13.3789743003331,-30.6577890443507,-52.3022869687806,-47.9177390808748,0.749237035954058,-37.0272824499175,-49.1154555416019,-39.5389410591804,-30.217697931309,-51.3732600840434,-39.0984991110618,-86.3256186375569,-50.5724513133147,-0.274339935392918,-63.066621784175,-35.5583272063348,-114.91420165472,-35.5699854890127,-25.868685622842,-53.3551113906466,-39.3888660900261,-48.0842135593774,-18.4951642852151,-13.2420063901979,-65.2033371457031,-20.0389574853846,-13.6714894535757,-33.9330519870561,-23.1604244379689,-31.6374391720226,-10.8766805622241,-50.3001890257129,-7.5040052532528,-43.7443188838112,-44.6941448979627,-32.8202522904981,-27.0522972028558,-12.7404295409696,-59.1614143599903,-90.7006964397346,-60.6948274979319,-50.7065900051299,-92.5062951042261
SQD29,-56.4844710312394,-42.580645674634,-16.62055602503,-30.611284074393,-24.4391233927225,-29.473196917501,-27.7714800258496,-90.2984678174765,-25.4068723442377,-36.3211566481644,-28.2536670281183,-22.6167718414965,-32.0620396224921,-35.1140760328049,-21.172379270746,-55.3659750667534,-25.0691932369929,-46.0161935982392,-25.7525415982771,-24.5606384143768,-25.3973904641736,-96.8045336612429,-26.8476558580932,-12.8358537330668,-30.7688843091449,-51.086830472906,-46.1105034059657,0.261927761205389,-38.0367125834767,-48.9589532961298,-38.3845204137193,-30.2164399957738,-50.9166086207011,-38.8155538827798,-85.2648280059234,-50.5147852698313,0.234875500763782,-62.9085658542507,-35.2524281310677,-114.849907498012,-34.7652887385614,-26.3192714352703,-51.7798712611223,-39.2769681402605,-47.7397485287888,-17.9912989733467,-12.8879942082143,-64.6266606944471,-18.9237064668482,-14.6336206567523,-34.1928359350334,-22.5136043721867,-30.0577352531072,-10.1999606012388,-50.3571864973611,-5.94310043389294,-42.7594396236779,-43.9164396864425,-34.0148058759693,-24.6899959484135,-13.1546563507724,-58.3812556481917,-91.4848764254046,-61.9624078830603,-51.0531391786499,-92.1208246719841
SQD30,-54.880615247041,-41.973625226509,-16.2210538363626,-29.9402866759503,-24.0875192157731,-28.4748594555351,-27.5827185630448,-89.4720424149399,-24.4473062898073,-35.6132656957896,-27.4713029129244,-22.4968236956432,-32.8351582801476,-34.424929153257,-20.8654932166337,-54.2614980526061,-24.9679823563965,-44.7833989196679,-25.8102925747942,-23.374791084748,-25.9248778581304,-96.8062292908375,-27.1569370455096,-12.6690713249257,-29.8547966372276,-50.3370558820288,-46.1362717051131,0.482625365992439,-37.7570638510497,-48.3555566416488,-37.1498694271935,-30.0340175831692,-49.1332444069485,-37.6029338517336,-82.742342894838,-50.473783258001,0.645878407755614,-62.6863008456653,-35.448640177144,-115.307711932008,-34.335539324404,-26.0249447096484,-50.7705142471687,-39.0355778499646,-47.7714668198129,-16.9621706203068,-11.8211633693899,-63.3978450952313,-17.9306940358177,-15.2260367927677,-34.1276651363724,-23.3168848434134,-29.0761706008026,-8.90906415045142,-48.5496099436912,-6.89112058982808,-43.2919697406292,-44.2195316649665,-33.5581775624048,-23.8243598149607,-13.8475809168723,-57.5799340433293,-90.4629589213369,-60.7717358961685,-51.9037075229356,-91.5014442818482
SQD31,-54.0845005577964,-41.1296104465545,-15.5385418930212,-28.3719726770586,-23.4551971710573,-27.4331432489461,-28.6497464636201,-88.6873340857339,-24.7852133752557,-35.2774945624933,-26.2210760324877,-22.1633578701213,-33.3144946133952,-34.3999644697384,-20.2312871571273,-54.490608862423,-24.1985653068633,-44.7372016223469,-25.205410727391,-22.5172473968298,-26.5739263799276,-95.1978238128148,-25.6493952524273,-13.314792123236,-29.2200994178228,-50.8730754355807,-46.5295158696756,0.624040386931,-37.8857125334168,-46.5968354862806,-36.2422495766638,-29.7544876842566,-49.258393742623,-36.5867992814827,-81.6772080733555,-49.3852974745172,1.10303067362923,-62.4319860841603,-35.0196419516284,-115.318962522503,-33.4936472266298,-24.9242420330955,-50.5034362082657,-38.5962121698572,-47.6955782595937,-17.3905447926381,-11.3693787463426,-62.3241263685653,-17.3737832852267,-14.4988254888936,-33.7497455709654,-23.695070188747,-27.6707342751426,-9.18738120550583,-47.6236355484574,-6.63279514995631,-42.875506041243,-43.8354288774289,-33.068468064487,-23.737053232818,-13.1926230155088,-57.7949719675939,-88.5058040815979,-59.8949115253703,-51.8259631280917,-91.7683685703941
