Names,ARE.R,AUS.R,AUT.R,AZE.R,BFL.R,BFR.R,BGR.R,BHR.R,CAN.R,CHL.R,CZE.R,DEU.R,DNK.R,ENG.R,ESP.R,FIN.R,FRA.R,GEO.R,HKG.R,HUN.R,IRL.R,IRN.R,ISR.R,ITA.R,KAZ.R,LTU.R,LVA.R,MAC.R,MAR.R,MLT.R,NIR.R,NLD.R,NOR.R,NZL.R,OMN.R,POL.R,PRT.R,QAT.R,RUS.R,SAU.R,SGP.R,SVK.R,SVN.R,SWE.R,TTO.R,TWN.R,USA.R,ARE.E,CAN.E,DNK.E,GEO.E,IRL.E,ISR.E,ITA.E,NOR.E,PRT.E,SGP.E,SVN.E,SWE.E,TWN.E,USA.E,EGY.L,IRN.L,KWT.L,MAR.L,ZAF.L
LMU3R49,0.00723023642921295,-0.000469185381816421,0.00213693212572304,-0.00212978278993592,1.76493033118496E-05,-0.000452502835756992,0.00087937139473441,0.00499455122896006,0.00155690751647559,0.00289396677259233,0.00153095065795992,-0.00296576817993325,0.00041544459355149,-0.00370469297925683,0.00028506508048943,-0.000368969580398919,0.00553405322442648,0.00398998339069564,0.00125755841958023,-0.00314784438969689,-0.00051402040617094,0.00277930369033075,0.00458987691571886,-0.000218690310783593,-0.00249354442279627,0.0041744770623038,0.00246652985964739,-0.00209828265622332,-0.00254240554630617,0.00177450508798767,-0.00576703867426972,-0.00736521385620054,6.58038557611715E-05,-0.00054717136495615,0.00590100969991892,0.000313588839247715,-0.00151748943496925,0.00409307852001267,-0.00431686343492643,0.00248793244421375,0.00422001671381642,0.00391327707932589,0.00505457358739385,0.0013488825586725,0.00602727778353275,0.00673390987015808,6.93339628914699E-05,0.0029895959029276,0.00023118751181646,-0.00176585507435237,0.00356954974907735,0.00168811165759842,0.00147171166882168,-0.00300633918799879,-0.00664747132863552,-0.000290045961762932,0.00183479646993424,-0.000683038003102148,-0.000563184852427561,0.0030879025970784,-0.00187109536210848,0.00335822678715493,-0.00813628917809564,0.00205776495793236,0.00252951463892321,0.00506508826850701
LMU3R50,1.14130926931465E-14,1.59872115546022E-15,-1.15463194561019E-14,3.06421554796541E-15,6.66133814775093E-16,-2.88657986402541E-15,1.68753899743024E-15,-4.13002965160559E-15,-7.46069872548108E-15,-1.77508148149311E-31,-7.10542735760101E-16,-3.99680288865061E-15,8.88178419700123E-16,1.4654943925052E-15,7.99360577730111E-16,-4.88498130835071E-16,3.95239396766554E-15,-2.84217094304041E-15,1.33226762955018E-16,-1.33226762955019E-16,8.88178419700125E-16,-9.76996261670138E-16,7.54951656745106E-16,3.10862446895042E-16,-7.64277530152106E-14,-1.4210854715202E-15,-4.7561954374948E-14,-1.77635683940027E-14,7.99360577730112E-16,-7.46069872548108E-15,-1.86517468137028E-15,2.22044604925031E-16,-2.22044604925035E-16,1.73194791841524E-15,-2.75335310107039E-15,2.1760371282653E-15,7.105427357601E-16,-1.99840144432528E-15,-1.46549439250521E-15,1.24344978758017E-15,-5.32907051820076E-16,-3.55271367880051E-15,-5.32907051820075E-16,-4.44089209850073E-17,1.02140518265514E-15,7.99360577730111E-16,8.88178419700124E-17,-1.46549439250521E-15,-1.42108547152021E-15,-1.52322598978576E-14,3.64153152077051E-15,-3.10862446895049E-16,-6.97220059464606E-15,-5.24025267623078E-15,1.24344978758015E-15,1.24344978758017E-15,-3.10862446895044E-15,-7.59392548843613E-15,1.00808250635962E-14,3.55271367880049E-16,1.19015908239815E-14,3.10862446895044E-16,-5.15143483426082E-15,-5.77315972805083E-16,-6.21724893790099E-16,-2.93098878501042E-15
LMU3R51,0.00253601973681617,-0.000279193523261949,-0.00103169665565259,-0.00320693709600904,-0.000631456053402164,0.00222015155892468,-0.00178399481985655,0.00534359883411125,-0.00123781716757125,-0.0044930109840204,0.00297793089805382,-0.000746689200734297,0.00633922083074254,0.00437618767587543,0.00379358278769836,-0.0034573771683307,-0.00329839029472461,0.00319581931595385,-0.010783761091507,-0.0028642948489968,0.00415895453245645,0.00491280670651601,0.00286571135526628,-0.00838864963383849,-0.00530363805170888,0.00293767694533611,0.00453011232746905,0.000983986556742322,-0.00178443735769687,0.0023643853199142,-0.000755267590271313,0.00238886436597048,0.00135550192386069,-0.000556839017091731,0.00343671002096184,0.00749073126574873,0.00216609675301862,0.00122037544147256,0.00230003463912428,0.00336383424944145,0.000978966193918119,0.00270386796274067,0.00258012922237221,0.00407375925848564,-0.00132511108919618,-0.00362571030135506,-0.00179440755881608,0.00456363469287806,-0.00596302708547935,0.00318378617564138,-0.000591111609398109,0.000223847525838499,0.000290819884317481,0.00312646337052808,0.00548271159274443,-0.00318220037248635,0.00235773216551339,0.00327591691048791,0.00407516518041476,-0.00087414847580414,0.00189049542216736,0.00701463864224823,0.00166511164637768,0.00515694748161168,-0.000144349958361788,0.00515909056978576
LMU3R52,0.00675256583423047,0.00676111781429885,0.002200132984074,-0.00824896331578948,-0.00141612963618775,0.00595611970326832,-0.00419155939620417,0.0118910043335929,0.00138673856153226,0.00360865336545946,0.0046474998198202,-0.00229981722846554,0.0113477498939126,0.000528176701105112,0.00519388520958885,0.000409609910304276,-0.00168766589780551,0.00430732323295867,-0.00871563907225298,-0.00397473852558466,-0.00104549494759278,0.0186104831041519,-0.000781378739797912,-0.00919801751143291,-0.00803192666469532,0.00810466002004462,0.0101028648461818,-0.00232891804980056,-0.00116991765622683,0.00378633700410227,0.00700788248654227,0.00411228531917898,0.00291888538105242,-0.00109192707055959,0.00375017616941376,0.00804225387877212,0.00419548633483559,0.0071967209959067,0.0033121620104527,0.00717113047403716,0.00446627744522225,0.00353027636267012,0.00682838828078806,0.00544130852867353,0.00494318977778713,-0.00192909528040908,-0.000782934027454071,0.00790548377531607,-0.00528772468621209,0.00472800340158177,0.00504174756221946,0.0014429221469285,0.00198722475099235,0.00100951172059689,0.00831158589723945,-0.00284217907637315,0.00152926558079248,0.0093822468591426,0.00465089243091015,0.00493953009284958,0.00329106410484896,0.00928355451905001,0.00357551305381032,0.00948774907479341,-0.000833141573862529,0.00788137647249455
LMU3R53,0.0113218130054268,0.00816554606194802,0.00180343103143636,-0.00810423694892704,0.000434652792913092,0.0093353124580968,-0.00496951966940012,0.0164558421382935,0.00300120604029919,0.00766092726743932,0.00578167048649033,-0.000978882019729603,0.0130003519823847,0.00101136999109013,0.00387686533864998,0.00290385444949775,-0.000772904664730735,0.00667538158323941,-0.00739765625505577,-0.00900304498935302,-0.00283783488018045,0.0221044906784823,-0.00237546894061639,-0.0102699617278342,-0.00729892064794841,0.00433892972176296,0.0116719432527774,-0.00469696661601164,0.00587567950316699,0.00706601228313387,0.0125172834444196,0.00242472279781871,0.00701680581882037,-0.00157735990529377,0.0105112176932141,0.012707444636489,0.000758160077083937,0.0122271676736198,0.00617082711459604,0.0104978752629352,0.00694129822628945,0.00263520587345556,0.010181160834031,0.00683052690713523,0.00734137786935638,-0.00398751285815358,0.000229309566203027,0.0123298004988803,-0.012387770894629,0.00579768877324161,0.00461348766393256,0.00316580220004355,-0.00255087998002605,0.00284136922136955,0.0149556040209478,-0.00280307420525254,0.000123633327264497,0.00838758789573225,0.00892172744395537,0.00812952856708559,0.0044219587347874,0.0139268958655801,0.00883507845270648,0.0129959757954294,0.00158520947475467,0.0144245876270868
LMU3R54,0.0152375166225407,0.00351230230207567,0.0029560566694134,-0.0126165431088177,0.0011186407526019,0.00966869964583551,-0.00729368038939207,0.021313858638031,0.00238318942866598,0.0116862492769463,0.00530187260478665,-0.0028144331390263,0.0158802273767588,0.00338762218878982,0.00401829914028272,0.00663274827868113,0.0028087138875409,0.00633256452326044,-0.00629423439559043,-0.0116493189886003,-0.00481992172155793,0.0242293732517982,-0.00464910186210321,-0.0123006607647242,-0.0052026426091036,0.00593438766841561,0.0144246588173499,-0.00582104917375719,0.00202775324266493,0.0102959485537112,0.012730256534633,0.00359923058438594,0.00812993601715593,0.0029166584950404,0.0135515645824137,0.0145951000329561,-0.00261776411699218,0.0183098689694102,0.00799737520792391,0.0170640517186793,0.00529303049292143,0.0027164416064227,0.0122173893983014,0.00571121462308531,0.0115613564136608,-0.00604113146176663,-0.00200444874062608,0.0159548305821235,-0.0163132464895684,0.00459847282959292,0.0106825823539317,0.000929893192828244,0.000516349269525556,0.00706067340582417,0.0152379320023793,-0.0081615311867532,0.00422499349907518,0.00794583535536987,0.00860890215393037,0.00977911283677839,0.00558430815025376,0.0197766996043583,0.0123973862740403,0.0194689352269269,0.0014492637312175,0.0163656440581079
LMU3R55,0.020791315129258,0.0103881809714146,0.00250864855610636,-0.0106017138629355,0.00752544530005805,0.00727862964858957,-0.00385328862861643,0.0269375031873513,0.00625237145565977,0.015483108627313,0.00612553717363768,0.000402527192705728,0.0193919911615134,0.00327088997735845,0.00155474468115458,0.0134602552950755,0.00572620636732769,0.0117011225723109,-0.000297940132156086,-0.0112183377968269,-0.00255333191018371,0.0342586708862136,-0.000353559175450271,-0.0140872308854077,-0.00215247676932068,0.0111707176336358,0.0177521694469908,-0.00604656276080344,0.00225047313390736,0.0129121454269329,0.0150589324716007,0.0103350492190104,0.0129877033811668,-0.00189199027546797,0.0210676112959787,0.0176883635891243,0.00187897535009064,0.024186019958377,0.0125610968966386,0.0226866634847584,0.00324816589282919,0.00909683100424397,0.0139946235952314,0.00884824394331873,0.0175300261430147,-0.00539709557266889,0.0018377534613252,0.0226421056584679,-0.0174738751386084,0.006320429232594,0.0185026399407817,0.00708546458352534,-0.00105495095779258,0.00535544606580657,0.0203493828601388,-0.00869540476553,0.00569570017193296,0.00468403699601606,0.00195434663428548,0.00895608698554567,0.00614891320882557,0.0231306143287755,0.0229808328913785,0.0245348976805597,0.00540788885671157,0.0239606334154697
LMU3R56,0.0251693549304816,0.0076008786861394,-0.000736945082930681,-0.00864067704281219,0.0060107968239845,0.0107275565177,-0.00328578984350077,0.0363779426456804,0.00723038810603127,0.0177239455995677,0.00668174077193933,-0.00278738578273518,0.020184079415432,0.00594834564233545,0.00438337315941276,0.0154577091032949,0.0105740268718558,0.0110682695445577,0.00861457000881234,-0.0120028353349371,-0.00272880348563899,0.0360715857737887,0.00287408778743441,-0.0202527954309225,-0.00498116804194418,0.0133150480801459,0.0202971796742655,-0.0116897149742799,0.0111468503288566,0.0180082042296326,0.0174406608665735,0.0134472953520892,0.0172114220114713,-0.00258255543073623,0.0263504801191191,0.0169197162169771,0.000756894221101386,0.027870304472318,0.00895590411848646,0.030674796726094,0.00215254381154846,0.0119466258575527,0.0114240360564375,0.0133084580886114,0.0236412674324501,0.00105680619077381,0.00489892552550574,0.0259463375300476,-0.0290284216873917,0.0105698828056116,0.0185726307963018,0.00605781772210695,0.00112946738191576,0.00723829880078945,0.0233960486652311,-0.00348781921144184,0.00914005681323851,0.0080114698015845,0.00597920226574777,0.00481686627323628,0.00158806610267634,0.0282515400963027,0.0243285222760512,0.0289351759625733,0.00741585116705054,0.0260335642982215
LMU3R57,0.0296011594705919,0.00755123218057133,0.000900517059816209,-0.00583685184346863,0.00253164449382164,0.00990568753269756,-0.0033183702111535,0.0469370509444859,0.00974112629170592,0.0198029317210691,0.00495151584492045,-0.00564904636633616,0.02578211613124,0.00842035341393664,0.00756420950368391,0.0228519979914356,0.0126977108912354,0.0100470885292061,0.00687049383134235,-0.0149763111034488,-0.000138057550407656,0.0422157236446835,0.00617870706783677,-0.0199033067768203,-0.00503176579701588,0.00982900321614404,0.0274811622893287,-0.00871666163823855,0.0162892283101133,0.0253678264138094,0.017715326537941,0.011625567745666,0.0212645120789626,-0.000515117432116257,0.0314357837243849,0.0239352745133205,0.00476879452172134,0.0321844977036459,0.00984339022222514,0.0377057048940092,0.00382579288087248,0.0147787963385231,0.0151028621257911,0.0159144662892558,0.0261363309313739,0.00353674621284502,-0.00735097244326601,0.0327895183087821,-0.0320895616362121,0.016685093155908,0.0167069712748852,0.00731884558528592,0.00312388527143268,0.00973293158703288,0.024973597879772,-0.0139817373641599,0.010059382326842,0.00861776982091245,0.0021877064785933,0.00433905161661744,-0.000772293568605946,0.0307299343165811,0.0277219827244114,0.0325604539394876,0.0109274583382893,0.0309734684300689
LMU3R58,0.0350901918307707,0.0114695473093942,0.00476033628888576,-0.00348906310476662,0.00148420397503795,0.0136542997000125,0.000452967151963291,0.0568022693818701,0.0107889208964192,0.021635828592209,0.00635170117685377,-0.0120880198945082,0.0231517064822697,0.00640353060293473,0.00726675757893986,0.0271331513841288,0.0112326608400082,0.0137902509486934,0.00517722955029163,-0.01776210142396,0.00251781487594081,0.0435770839839186,0.00544887909746479,-0.0138684466414941,-0.00241239372410343,0.00890000094504155,0.0322797416003646,-0.00570468862170123,0.0206449317494286,0.0329789478902262,0.019161032768954,0.0162243731124621,0.0187529066511699,-0.000191898039275577,0.0366333400235909,0.0258859742841152,0.00372982658317184,0.0405530461157283,0.00420922618158444,0.0424539355721522,0.00645943747102567,0.0193217626134156,0.0222572557001114,0.014029490375847,0.0264304519373015,0.00593157326506772,-0.00980248276640891,0.0377441524319545,-0.030519365593126,0.0228148098386179,0.0200880834964305,0.00517854958372295,0.00411897367791398,0.0149125460488062,0.0270548958944203,-0.0170687120922247,0.0107420499343963,0.00731542045462758,0.00359212116972219,0.00102928513489721,0.000225014410023716,0.0369955056661685,0.0306993741588251,0.0367905477124044,0.0133506619903671,0.0371764388423107
LMU3R59,0.0389144604298073,0.00687540923401821,0.0118709022751075,-0.00220071065572609,-0.00150964448254036,0.0154249325601341,0.00406351889517452,0.0637101884495827,0.00869446007779109,0.0221369100136202,0.0104177925050308,-0.00982196028740004,0.0206767591419262,0.01201156932773,0.00996518495773714,0.0278962948367962,0.0130285342470179,0.0198631215669313,0.0071943255570786,-0.0211623687221036,0.00452651181636696,0.0545779683506765,0.00580169655500917,-0.0166557678068428,-0.00128557702253019,0.0165590212544922,0.0376766828649504,-0.00860004955696203,0.0224478777111772,0.0358199452693371,0.0237798379979691,0.0200494301431844,0.0189586320600489,-0.00143857892988346,0.0402876100482036,0.0328087626124318,0.00587573720328446,0.0419672395950845,0.00431460286501913,0.0478898766935954,0.00699059618544133,0.0210369151849938,0.0290687049901997,0.0172545294502651,0.0279982114985082,0.0115401936413779,-0.0184295688471635,0.0429327522282065,-0.0358880064537864,0.021549220917146,0.0230782654589532,0.0152544907642907,0.00748951964271759,0.0197034003191485,0.0294008064623708,-0.0200115414772369,0.0162168083072721,0.0125846794279153,0.00468053603444159,-0.00285307686147739,0.00306916016698718,0.0416670347626909,0.0415289325528787,0.0449537524349478,0.0141125512088915,0.0419168762376662
LMU3R60,0.0441474827722914,0.00867307212776195,0.0106536047293933,0.00332292255554215,-0.000351205353430882,0.0145225475016502,0.00490167868286006,0.0731107232059258,0.0103328399350288,0.0173562624621313,0.00738516157346763,-0.0101170756303048,0.0200510963639932,0.0151514490418837,0.0148750623313128,0.0322352349927953,0.0174963423907844,0.0217394800477398,0.00989143106019843,-0.02376137277382,0.000306885601086262,0.0639356431284719,0.00219345375206703,-0.0137547509148863,0.00113291532007778,0.0180925065432306,0.033275747634235,-0.00693944951545805,0.0231358177745497,0.0433709900875263,0.0294803671854389,0.0172400519642896,0.0186304305603758,-0.00629467590326238,0.0444310256770724,0.0403126829569727,0.00560126975204632,0.0495417205067709,0.00286518432331668,0.0531942873730957,0.0108761335773895,0.0211346172115254,0.0348389152889894,0.0174056820517476,0.0315001807065802,0.0107179866891886,-0.0133974620777331,0.0467831752250217,-0.0362542163235138,0.0241641848844841,0.025547511781489,0.0104985040825463,0.0148008898860642,0.0206976705256409,0.0312749791021552,-0.0211372003896375,0.0166872886759544,0.0187025763820636,0.00986401762916119,-0.00132509494828563,0.00404520373015903,0.0437028377026984,0.0481512752972006,0.0505760904008554,0.0160488167520558,0.0470551544787836
LMU3R61,0.0509153979786714,0.00803217573259748,0.0106552762884183,0.00910605503045557,0.00452010332650844,0.0124219353375446,0.00856081561479475,0.0813886073858245,0.00769792509192288,0.0188332318263599,0.0108410573826168,-0.0105343927273401,0.0206212885079464,0.0139824576791044,0.0177791554919921,0.0336497294378104,0.017810031954904,0.0257035395183019,0.0145164893118161,-0.0225891219718504,0.00177897067160586,0.0748641608415418,0.00139006473685468,-0.0126454874004706,0.00351733262110738,0.0233292471745582,0.0343285299754882,-0.0150140186280026,0.0277713328876549,0.0527803490299139,0.0288263319986776,0.0237615511142544,0.00906385310129862,-0.00118396985580188,0.0525538831416717,0.0504568389961522,0.00827810634592642,0.0560270863109758,0.00701396988929409,0.0493013890004239,0.00653906843239211,0.0199820167504285,0.040177200411076,0.0191382518865686,0.0382742559867274,0.00883439409779409,-0.0171208882032791,0.0519522764574255,-0.0424032010143918,0.0188838832755915,0.027083802324484,0.00480902628329319,0.013519555182986,0.0172898355269445,0.0238359960824879,-0.0199752249901287,0.0187684798863773,0.0267476192984708,0.0142891473465852,-0.00331528473398594,-0.0028511198483909,0.0516427443391244,0.0576697185477754,0.0579993298471929,0.0179344133119619,0.0486622026499734
LMU3R62,0.055421156974963,0.0151806571111486,0.016601415821204,0.00948485488599958,0.00138363361660311,0.0133008124600794,0.0152220780299733,0.0920363911181475,0.00965275906945851,0.0238121732381027,0.0102273629700253,-0.0131135544996495,0.0272658746592365,0.0150436392147337,0.0215621523904063,0.029043290543425,0.0193900540197842,0.0253617807863082,0.01252415551268,-0.0250059503238201,0.00307801907802312,0.0826652556326439,-0.00142399788755038,-0.0149455323522226,0.00832970996241234,0.021232593291022,0.0361898290242578,-0.0359220739633862,0.0289650237077438,0.0547608144903273,0.0262580777841742,0.0256745850357394,0.00532347973114046,0.00511734328889404,0.0569413961151809,0.0500620208273201,0.00852714741400035,0.0652852525824468,0.00804788874926377,0.0587948127696598,0.00695224280951055,0.0240063166488324,0.0370035245319626,0.0295493055236144,0.0423535550771823,0.012414717892803,-0.0148157095456956,0.0583684819528776,-0.0381250001873386,0.018531201047016,0.0282888387446358,-0.00430270274869336,0.0123842589432543,0.0210425790462236,0.0269742550123931,-0.0230404162650952,0.0220364144955304,0.0313192584598732,0.0111575550500199,-0.000971566032859069,-0.00484265119611979,0.0578821816600542,0.0581360579225348,0.0683302062926934,0.0237878107582969,0.0544702979037278
LMU3R63,0.0589484052162894,0.0143573112095449,0.00984727637285555,0.0160163969337376,0.00795711214426111,0.0161911562794895,0.00685786968488898,0.101473660714458,0.0072524090932383,0.0307857740355084,0.0151184253753273,-0.0132123391305425,0.0318961358131954,0.0189106886900815,0.018782860343204,0.0236734747435217,0.0171305673648909,0.0359067299865159,0.0162282954288028,-0.0306026273225599,0.0121301318617723,0.090835340432077,0.0022235961556115,-0.0148647374795748,0.0106038798854839,0.022978073259317,0.0338151704340315,-0.0374418677184864,0.0355922451770181,0.0580390350266587,0.0332050818097069,0.0295874262269628,0.00935541786632279,-0.000149957336024386,0.0657980630297203,0.0455163131289094,0.0119783429279881,0.0712643875946178,0.00967136534567897,0.0626459054915165,0.00904822481714504,0.0235635786209433,0.0394600546652936,0.0296661546580374,0.0409585439111481,0.015046983585972,-0.0140868562154977,0.0590361619642719,-0.0373687873735296,0.0149916155945552,0.0292352719706771,-0.00993329211229919,0.0131752453939463,0.0296284543597848,0.0307298643005539,-0.0230812860025873,0.0269269230691933,0.0400251691104743,0.00987780146068175,-0.00382277255765438,-0.00599849425585294,0.0673964534471467,0.0617572850071161,0.0748512835788839,0.0317232033097721,0.0590234492925425
LMU3R64,0.0633040344196284,0.0154007602007496,0.0104594262814085,0.0140661189355481,0.00389223918368226,0.00831056424948163,0.0130773433271336,0.112720508878054,0.0100857145484198,0.0354430846907965,0.0168108629344751,-0.018153934679968,0.0345417939032177,0.0223786814277519,0.0203239979654109,0.0278464475488721,0.0226005747493643,0.0367449735085074,0.0186350867984114,-0.0347816294375032,0.0130537776781463,0.1024282095468,0.0130802551721026,-0.0133005430090403,0.0124550908407742,0.017287700927337,0.04036464007316,-0.0299190160344597,0.0409514520076491,0.0614897197574313,0.0370213686923216,0.0344669621109699,0.00542114921015388,0.00168862549848724,0.0733077660687466,0.0426480282998277,0.0122948972349092,0.078641030240328,0.0112142731289486,0.0682126263158087,0.00913150751424648,0.0254740529565295,0.0458646213011628,0.0313730305505318,0.046013329468175,0.0193028298670946,-0.0161957973523055,0.0659638244905847,-0.0308533235473473,0.0148019893173172,0.0208598204085905,-0.00940305866059773,0.00913276883417548,0.0331462839144607,0.0283986897883857,-0.0258441010260418,0.0265719100117654,0.0464318201481376,0.00320601506600682,-0.000560861178349887,-0.00779219852149309,0.0776342311082269,0.0622867054988793,0.084567195329688,0.0310637467951822,0.0636093611136296
LMU3R65,0.0694651380308717,0.0193118360837402,0.0163463556366384,0.00699757448137679,0.00952887496165292,0.0183904803281664,0.0108961419175622,0.12017275475488,0.00872314493558474,0.0355478629393513,0.0183626722447804,-0.0267921339845747,0.0354930570416575,0.0310866950521424,0.0216621482286636,0.0319527606963703,0.0271226443306148,0.042299592973612,0.0152332887541412,-0.0404314016029123,0.0129073068860734,0.111848545791875,0.0154504685581487,-0.01154462020191,0.0155691393569758,0.0149931858821959,0.0411613147405187,-0.029101652600568,0.0444916909455435,0.0698026238748079,0.0421303649717872,0.0340122821503214,0.010888686672034,-0.000546472696683085,0.080176940400033,0.0468524314925692,0.00907903204420057,0.0849726569315906,0.00908818556261258,0.0731590000939471,0.00864016274763854,0.0253121849174152,0.0462276524378681,0.0346133357304624,0.0537253815297665,0.021988855651599,-0.0193336338977866,0.0719592728277736,-0.0291452895299845,0.0141308906614296,0.0252406083111338,-0.00609398464902122,0.0108368668157617,0.0260630520594564,0.0224748554251958,-0.0241249529075299,0.0281112815627271,0.0536467009908606,0.00374227688711673,0.00311608137323073,-0.0128586960357697,0.0782568884772565,0.0685591083076162,0.0938964271730768,0.0353102523577089,0.068882205187841
LMU3R66,0.0772914347048653,0.0102120585796952,0.0242580912684085,0.00753843788308568,0.0053659638639853,0.00664992194837066,0.00536371451222219,0.129905631262849,0.0091289131280848,0.0383778740106974,0.0236664360942499,-0.0252357400693048,0.0389418421011949,0.030102564077147,0.0181429117306884,0.0359205279731521,0.0302027425310496,0.0494674824387859,0.0168716625867595,-0.045898785602698,0.0083274620231683,0.122115196599696,0.0167557102216422,-0.00653124446629946,0.0279334856562063,0.0224096038801904,0.0416786520851117,-0.0282103328994681,0.0455795838421685,0.0718899950300001,0.0477506885829733,0.0252077703799711,0.0116033514668225,-0.00067545730011558,0.0884793250802074,0.050276096716952,0.0103248239231907,0.0934021567197493,0.0121074017561531,0.0824248181928464,0.012436483040744,0.0211540847262836,0.0619946010638939,0.0399530085226424,0.0642359595749646,0.0239205990434161,-0.0192294269587698,0.0812798953853685,-0.0256362257359676,0.0137542608870298,0.0292536178850111,0.00100152589325892,0.0118355235337755,0.0339450801857843,0.0250197860456748,-0.0277654400492853,0.0298110920725849,0.0557385845604843,-0.00255892701287685,0.00449056907616185,-0.0152811176638039,0.0838945422425342,0.0709785654696956,0.100901371575318,0.0371556448288631,0.0737397373841867
LMU3R67,0.0845995868084271,0.00736162712396479,0.0162614315639549,0.00943612569205242,0.00495087327771039,0.012082301966484,0.0054440087325526,0.145637612525625,0.00805149922932116,0.0456828374061295,0.031963193443316,-0.025106474767595,0.040119677036838,0.0279944059816721,0.0211468935382204,0.0414773539875101,0.0317796857687559,0.0538455154371708,0.0255988531209317,-0.0516474192066778,0.00631963736800346,0.125408714236639,0.0130412339719764,-0.00739046875955533,0.0292562088325657,0.0211062542391223,0.0473199970475611,-0.0307812939978945,0.0521897107057579,0.082511394744419,0.0526848288300471,0.0232804092260734,0.0110248765865376,0.000276150274609182,0.0959925694170746,0.0521764944046383,0.00501390608941191,0.0964554760809373,0.0132756110215807,0.090995307588932,0.0155084659511863,0.0232264946171792,0.0573202771280254,0.0440406727568371,0.077729322124192,0.0217235916422749,-0.0216147142151857,0.0889765902112322,-0.0222525796330013,0.0153413942641385,0.0306046687915434,-0.0053544441646233,0.0111387511611543,0.038768253534141,0.0144835703602086,-0.0291632338982678,0.0292932449428629,0.0618355827609688,-0.0127184971772802,0.00514834758248217,-0.0109614646844791,0.088304379679267,0.0611617566014606,0.110494491935839,0.043594736842251,0.0792152271733923
LMU3R68,0.095032476765371,0.00847908498145947,0.02051646861989,0.00694488921003416,0.00519253702416039,0.00202148053944492,0.0061596315238855,0.154009108970663,0.0132697623041847,0.048802934280319,0.0287491705564961,-0.0216840133939659,0.0273012922711282,0.0322032562051066,0.0268676370187711,0.0456528015833354,0.0283056590261981,0.0562757085458848,0.0214902297246144,-0.0595094880485081,0.00819502356444192,0.135895127496382,0.0156577604109319,0.00170833448763681,0.0311557742095767,0.0258177741501774,0.0527205829014841,-0.0263718455755055,0.0610787596235642,0.0884768911113496,0.0531179887437967,0.0264850108107385,0.0148184092418331,0.0011478191154785,0.106593428585283,0.0585895134603941,0.00585441716716623,0.103305071485369,0.0116071079097818,0.0967541956404127,0.0190102502581531,0.0212638126549908,0.0587840662309937,0.0381500254415105,0.0840706076794835,0.0264257398674082,-0.0260128118939427,0.0979609202208145,-0.0296483641248989,0.01648270549299,0.035526379405096,-0.00305117412722554,0.00960268523769989,0.0371827805399672,0.0100551224902684,-0.0306939888053449,0.0321868318103381,0.0683343570024146,-0.018098423154009,0.0020937648570652,-0.00750816991908716,0.0995382127542488,0.0650445980577652,0.117285953566883,0.0530904467224122,0.087008985118479
LMU3R69,0.10512189894543,0.00487428133791367,0.0274485819407255,0.00889496139576039,0.0119678388337656,0.00413752592181617,0.0101296400489795,0.159140561387243,0.0194587861945729,0.0573397519456406,0.0344411478400947,-0.0236141715257279,0.0302337445251073,0.0371869509822711,0.024150389960524,0.0463578901378358,0.0311329540308812,0.0590752427650775,0.0165357365832008,-0.070674091305447,0.0195026827990031,0.1565760808426,0.014301842456437,-0.0060441927880847,0.0328004874636879,0.0240095758558964,0.0576885798233167,-0.03688977941758,0.0684565056552668,0.0927161376223926,0.0508930627541903,0.0231776103117748,0.0131092235526294,0.0087154738113038,0.117553713810636,0.0618750800836667,0.00581615182152608,0.107531184507667,0.0133387973153825,0.101696144777369,0.0184756406111863,0.0266436320904799,0.0582925678551798,0.0466367743549177,0.0826896852308907,0.032696507646188,-0.0266463519621775,0.108312636646643,-0.0231133855552513,0.0105106663817171,0.0416453286393762,-0.0184016518374839,0.00860549719017776,0.0359633951425431,0.0184628118939987,-0.028702230277863,0.035834480025377,0.0725761777234072,-0.00405757879192901,0.000521386680709623,-0.0150575027966216,0.101746442983218,0.0698535604740825,0.13156418308124,0.0596670417162195,0.0883786681566854
LMU3R70,0.109555492995723,0.00144859448419055,0.0280597318898938,0.00981119082753261,0.0117746806375301,0.0115677494122834,0.00307331740520808,0.168501803028144,0.0205430932047632,0.0606677743927994,0.0315644949683546,-0.0208997545388018,0.0340385173142209,0.0337537165844997,0.0269889599974837,0.0464457114528773,0.0401956643028723,0.0627976279808296,0.0098501219957174,-0.0755317549664819,0.0323286650773036,0.169227058607955,0.00711831750815292,-0.0112377519091023,0.0338454345151214,0.0128759966344587,0.0617887834270887,-0.0314646382064951,0.0742548322090429,0.104942769825184,0.0572317721421695,0.0221690385377676,0.00816129704764603,0.00393636729658662,0.126572731702301,0.057730555332794,0.00198364024359827,0.11399737734859,0.0176944806782992,0.101048169847154,0.0235697222232038,0.0215288430042068,0.0672290996672964,0.0402023620584768,0.0909663413240107,0.0339618987781467,-0.0299507259260664,0.118993943605195,-0.0221901948274115,0.00285871268056222,0.0444627491427387,-0.008791813944741,0.0170482551082136,0.0415101125716433,0.0142675881875831,-0.0343660949331531,0.0448760230792763,0.0771766700881549,0.00254393170364647,-0.00736885077394339,-0.0133528912685861,0.110103007549237,0.0723205900929574,0.145967552735611,0.0658118496343992,0.0975223980827886
